Majority protein IDs	sample 5	sample 6	sample 7	sample 8	sample 9	sample 10	sample 11	sample 12	sample 13	sample 15	sample 16	sample 17	sample 18	sample 19	sample 20
P55302	26.307	26.098	26.11	26.088	26.409	26.148	25.685	26.045	26.453	26.516	26.233	26.845	26.774	25.996	26.071
P55772	25.489	24.085	24.939	NA	NA	NA	25.051	NA	25.508	25	24.381	25.383	NA	24.582	NA
P55821	NA	NA	NA	NA	29.617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55937;P55937-1	28.519	28.33	27.988	28.249	28.282	28.205	27.975	28.401	28.234	27.88	28.311	28.253	28.331	28.062	28.329
P56135	29.769	29.716	30.141	29.381	29.758	29.737	30.228	29.528	29.768	30.16	29.675	30.336	30.491	30.804	29.939
P56183;P56183-3;P56183-2	27.307	27.65	27.983	27.801	26.936	27.774	28.013	27.837	27.593	28.251	28.173	26.868	27.747	27.593	27.849
P56212;P56212-2	27.5	27.697	27.941	27.978	27.696	27.363	27.818	27.969	28.193	27.647	27.81	27.391	27.334	27.71	27.766
P56213	25.096	25.923	27.255	26.404	25.416	25.922	26.803	26.318	25.46	27.094	26.394	25.37	26.145	27.147	26.852
P56375	24.371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P56376	29.333	29.285	29.554	29.286	29.205	29.305	29.272	29.541	28.997	28.983	29.143	28.837	28.851	29.096	29.127
P56379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.903	27.983	NA	28.599
P56380	25.574	25.576	27.249	26.548	26.323	26.289	27.635	27.064	25.727	27.573	26.732	25.433	25.592	27.008	25.481
P56382	29.105	NA	28.824	28.932	29.163	29.088	NA	28.738	NA	26.568	26.495	28.889	27.582	29.099	29.269
P56387	24.612	24.549	24.974	25.422	NA	24.919	24.645	25.491	NA	25.536	25.545	NA	NA	24.878	25.309
P56391	31.119	30.968	30.986	30.446	30.798	30.7	31.114	30.281	31.028	31.105	30.763	30.816	31.122	31.555	31.081
P56393	27.578	27.126	26.509	26.457	27.071	26.768	27.557	25.568	27.194	24.924	25.63	26.401	26.63	26.911	27.496
P56394	25.56	25.562	24.808	25.724	NA	24.773	NA	NA	25.774	25.81	25.672	25.265	25.464	25.225	25.982
P56395	26.804	26.953	26.852	27.548	26.444	27.333	27.164	26.904	27.128	28.256	27.481	27.129	27.492	27.46	27.934
P56399	31.274	31.348	31.478	31.024	31.276	31.195	31.365	31.251	31.311	31.45	31.385	31.247	31.158	31.423	31.01
P56477	28.339	28.689	28.697	28.309	28.398	28.639	28.745	28.604	28.358	28.627	28.535	28.425	28.574	28.74	28.434
P56480	34.443	34.274	34.75	34.235	34.378	34.357	34.647	34.05	34.599	34.882	34.418	34.837	34.902	35.124	34.525
P56528	28.936	29.432	30.486	29.651	29.169	29.498	30.566	29.503	28.949	30.648	30.055	29.066	29.575	30.59	29.48
P56542	NA	23.893	23.941	24.105	23.201	24.006	NA	24.39	NA	NA	24.009	24.142	23.993	NA	24.14
P56581-2;P56581	NA	24.081	NA	NA	NA	NA	NA	NA	25.063	NA	NA	24.682	24.026	NA	NA
P56671	26.828	27.336	25.94	27.001	26.276	26.326	25.428	26.059	27.081	25.925	26.204	26.748	26.548	25.891	27.075
P56677	23.786	NA	24.844	24.465	NA	24.675	24.892	NA	NA	24.713	24.429	24.331	24.589	25.185	24.473
P56695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.583	NA
P56812	28.775	28.737	29.011	28.242	28.529	28.748	28.682	28.862	28.129	28.798	28.544	29.079	28.792	29.129	28.989
P56873	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.425	NA	NA	NA	NA	NA
P56931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.691	NA	NA	NA
P56959	31.08	30.985	30.806	31.052	30.753	31.105	30.7	30.981	30.574	30.593	30.82	31.126	31.088	31.018	31.376
P56960	29.229	29.747	30.195	30.029	29.27	29.651	30.082	30.028	29.515	30.59	30.44	29.519	29.866	30.411	30.268
P57080	27.298	27.309	27.507	27.345	26.778	27.207	27.128	26.863	27.323	27.421	27.431	27.365	27.216	27.384	27.302
P57716	27.647	27.68	27.579	27.664	27.397	27.67	27.335	27.676	27.918	27.403	27.831	27.954	27.8	27.647	27.541
P57722-2;P57722	NA	NA	NA	NA	NA	NA	NA	NA	24.204	NA	NA	NA	24.768	NA	NA
P57725	25.603	25.566	25.509	25.497	25.805	25.745	25.297	NA	25.236	25.551	25.644	25.722	25.492	25.245	25.311
P57746	27.001	27.103	27.076	26.928	27.309	27.058	26.786	27.092	27.493	26.717	26.839	27.504	27.294	26.907	27.111
P57759	31.011	30.795	30.408	30.636	30.773	30.664	30.635	30.581	30.556	30.49	30.831	31.07	31.108	30.809	30.538
P57776;P57776-3	31.157	31.325	31.592	31.217	31.146	31.23	31.578	31.321	31.259	31.643	31.189	31.157	31.11	31.471	30.859
P57780	32.264	32.332	32.337	32.439	32.254	32.313	32.058	32.599	32.323	32.145	32.624	32.415	32.349	32.334	32.426
P57784	30.32	30.163	29.767	30.025	30.256	30.016	30.026	29.683	30.057	30.169	30.094	30.693	30.551	30.161	30.371
P57791	24.143	23.682	23.221	24.429	23.755	23.998	NA	24.036	23.7	23.578	23.959	23.881	24.509	23.778	24.269
P58006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.266
P58021	29.527	29.362	29.229	29.46	29.371	29.598	29.317	29.272	29.518	29.251	29.234	29.281	29.254	29.228	29.217
P58044	27.52	27.877	27.585	28.291	26.845	27.977	27.479	28.264	27.389	27.239	28.27	27.384	27.554	26.98	28.117
P58058	NA	NA	23.975	NA	NA	NA	NA	NA	24.046	24.098	24.092	24.006	23.734	24.149	NA
P58059	25.731	25.475	25.574	NA	25.134	25.504	NA	25.211	25.275	25.18	25.2	25.361	25.194	25.412	25.334
P58064	26.471	26.595	26.748	26.514	26.856	26.6	26.74	26.613	27.096	26.764	26.44	26.726	26.69	26.896	26.873
P58069	24.719	26.013	26.047	26.597	NA	26.28	25.945	26.459	25.431	25.689	26.266	26.052	26.492	26.123	26.495
P58137	25.751	25.683	26.012	25.679	25.425	25.772	26.003	25.878	NA	25.68	25.728	25.233	25.695	25.722	25.846
P58158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.084	NA	NA	NA	23.961
P58252	34.48	34.541	34.396	34.109	34.327	34.356	34.08	34.047	34.406	34.405	34.281	34.684	34.317	34.274	34.199
P58281-2;P58281	29.777	29.738	29.86	29.61	29.221	29.17	29.531	29.203	29.651	29.769	29.597	29.688	29.795	30.106	29.78
P58283-3;P58283;P58283-2	24.241	24.377	23.656	23.943	24.242	23.961	NA	NA	24.56	24.179	24.402	24.776	23.776	23.839	23.89
P58334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.063	NA
P58389	29.935	30.343	31.04	30.397	30.181	30.521	30.814	30.582	30.068	30.664	30.145	30.125	30.342	30.724	30.028
P58404-2;P58404	28.177	28.266	27.662	27.991	28.305	28.195	27.498	28.185	28.383	27.842	28.145	28.314	28.304	27.95	28.129
P58462;P58462-4;P58462-2;P58462-5;P58462-3	28.706	28.744	28.716	28.554	29.021	28.744	28.584	28.498	28.886	28.877	28.894	28.828	28.785	28.744	28.333
P58466	NA	NA	NA	NA	NA	NA	NA	NA	27.465	NA	NA	NA	NA	NA	NA
P58468	26.03	26.563	26.898	26.115	26.153	26.353	26.697	26.217	26.046	26.672	26.258	26.124	26.251	26.561	26.728
P58501	28.306	28.244	28.06	28.473	27.939	28.378	28.208	28.436	28.384	28.141	28.176	28.106	28.331	28.259	28.085
P58681	NA	NA	24.91	NA	NA	NA	24.48	NA	NA	25.287	NA	NA	NA	24.731	NA
P58742	28.467	28.48	28.17	27.851	28.645	28.324	28.09	28.09	28.584	28.134	27.726	28.457	28.512	28.393	27.677
P58749	NA	NA	27.427	NA	NA	NA	27.17	NA	NA	27.528	26.19	NA	25.861	27.866	26.205
P58771	NA	NA	NA	NA	NA	NA	NA	NA	21.841	NA	NA	NA	NA	NA	NA
P58771-2	NA	25.924	25.407	26.449	25.882	25.99	25.474	25.701	25.449	25.808	25.67	26.26	26.048	26.19	25.841
P58801	25.125	25.348	26.332	26.017	24.929	25.653	26.012	25.853	25.085	26.327	25.786	25.748	25.631	25.935	26.106
P58802	24.704	25.281	24.68	25.219	24.934	24.817	25.126	25.046	24.651	24.895	25.089	25.364	25.377	24.734	25.367
P58854	27.745	27.629	27.722	27.865	27.684	27.594	27.558	27.927	27.513	27.448	27.779	27.888	27.911	27.699	28.023
P58871	27.341	27.033	25.541	27.276	26.332	25.514	23.535	27.152	27.114	25.397	27.087	27.412	27.246	25.97	27.439
P58929	27.424	27.639	26.941	27.697	27.553	27.538	26.929	27.578	27.567	27.337	27.737	27.602	27.678	27.041	27.717
P59016	27.584	27.791	28.036	27.836	27.478	27.655	27.96	28.027	27.731	28.065	27.945	27.75	27.791	28.11	27.835
P59017	27.975	27.984	28.073	27.973	28.114	28.102	28.064	28.056	28.565	28.54	28.46	28.363	28.468	28.322	28.358
P59041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.728	22.826
P59048	NA	NA	23.942	NA	NA	24.281	NA	NA	NA	24.137	NA	24.773	NA	24.364	NA
P59108;Q1RLL3;Q9Z140;Q8BLR2;Q0VE82;Q9DC53;Q8JZW4	20.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P59110	27.119	26.992	26.633	26.591	26.631	26.954	26.498	26.636	26.846	26.627	26.461	26.94	27.203	26.533	26.492
P59113	NA	NA	NA	22.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P59114	27.897	28.249	28.413	28.976	27.899	28.513	28.331	29.092	28.399	28.793	29.036	28.67	28.932	28.566	29.09
P59178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.101	23.556	NA	23.872
P59235	27.666	27.532	27.407	27.308	27.825	27.436	27.254	26.793	27.364	27.388	27.002	27.683	27.689	27.529	27.453
P59270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.219	NA
P59279	NA	NA	25.303	25.052	24.936	NA	25.276	25.457	25.343	26.077	25.797	26.033	25.846	25.96	26.316
P59325	30.107	30.36	30.626	30.25	29.986	30.033	30.308	30.152	29.887	30.25	29.995	29.936	29.695	30.347	30.015
P59326	25.997	25.781	25.514	25.639	25.632	25.579	25.18	25.054	25.678	25.1	25.317	25.458	25.257	24.862	25.552
P59328;P59328-3;P59328-2	27.079	25.793	23.417	23.721	26.055	25.112	NA	NA	26.679	23.994	23.972	27.632	24.772	23.994	22.729
P59438;P59438-2	23.977	25.223	26.198	24.839	23.742	24.457	25.317	24.977	24.046	26.076	25.507	25.07	25.736	26.404	25.93
P59470	25.914	26.289	26.837	24.751	24.544	26.192	26.786	25.757	25.137	27.086	26.295	26.067	26.331	27.028	26.547
P59481	25.279	24.977	24.656	24.877	25.228	25.247	24.551	25.36	25.327	24.919	24.805	25.576	25.49	24.987	25.57
P59672-2;P59672	NA	24.869	24.196	NA	24.284	NA	NA	NA	24.211	23.668	25.136	25.961	24.587	24.023	24.705
P59708	29.11	28.978	29.273	28.93	28.348	29.125	29.215	29.045	29.239	28.754	28.881	28.887	28.558	28.426	28.207
P59729	26.931	27.529	27.72	27.821	27.266	27.735	27.515	27.874	26.439	27.878	27.645	27.099	27.75	27.961	28.186
P59759	25.857	25.798	25.478	25.56	26.028	25.058	NA	25.329	25.822	25.461	25.677	26.445	25.793	25.469	25.971
P59808	NA	NA	NA	23.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P59913	NA	24.573	24.731	NA	24.456	NA	24.448	NA	25.299	24.458	24.491	25.184	24.621	24.658	24.966
P59941	24.86	25.038	24.844	24.5	25.139	25.074	24.566	NA	25.848	25.216	25.4	25.512	25.116	24.982	24.587
P59997	28.969	28.913	29.031	29.008	28.828	28.944	28.852	29.322	28.674	28.916	29.181	28.89	29.156	28.967	29.459
P59999	31.566	32.09	32.783	32.494	31.651	32.274	32.781	32.475	31.495	32.537	32.684	32.03	32.179	32.567	32.333
P60060	NA	NA	NA	26.115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60122	31.518	31.412	31.594	31.12	31.227	31.246	31.329	31.094	31.418	31.573	31.363	31.216	31.521	31.533	31.089
P60229	30.251	30.233	30.472	30.163	30.079	30.08	30.236	29.874	30.001	30.213	30.006	30.321	30.119	30.019	30.051
P60335	31.344	31.744	31.431	31.749	31.573	31.741	31.6	31.602	31.753	31.745	31.954	31.886	31.437	31.54	31.246
P60487	25.434	26.233	26.388	25.833	25.98	26.13	26.287	25.977	25.987	26.819	26.203	26.151	25.929	26.027	25.761
P60521	28.408	28.115	28.6	28.027	28.148	28.018	28.492	27.842	28.219	28.675	28.149	28.183	28.276	28.814	28.533
P60603	NA	25.98	26.075	25.889	25.629	25.581	26.43	25.29	25.532	27.002	26.281	26.304	26.194	26.834	26.543
P60605	NA	NA	NA	NA	NA	NA	NA	NA	24.792	25.914	25.289	24.352	24.492	24.862	24.384
P60670;P60670-2	28.818	28.927	29.016	28.848	28.964	29.009	28.922	29.155	29.1	28.778	28.969	28.785	28.718	28.763	28.32
P60710	37.553	37.799	37.654	37.862	37.933	37.961	37.928	38.178	36.523	36.929	37.074	37.272	37.691	37.747	37.921
P60761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.383	NA	NA	NA
P60762-2;P60762	28.481	28.566	28.441	28.528	28.451	28.523	28.544	28.614	28.744	28.541	28.816	28.285	28.428	28.09	28.61
P60766	31.321	32.051	31.748	32.216	31.566	31.854	32.248	32.259	31.827	31.876	32.373	31.458	31.797	31.986	32.254
P60766-1	NA	NA	NA	NA	22.634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60824	28.39	28.617	27.972	28.924	28.533	28.893	28.506	28.738	28.541	28.058	28.99	28.353	28.63	28.406	28.541
P60840;P60840-2;P60840-3	28.432	28.264	28.418	28.389	28.411	28.486	28.32	28.463	28.287	28.05	28.009	27.902	27.896	28.379	28.298
P60843	32.615	32.559	32.89	32.325	32.441	32.41	32.447	32.144	32.454	32.879	32.32	32.576	32.349	32.637	32.316
P60867	32.343	32.003	32.263	32.189	32.017	31.876	31.917	32.115	31.869	32.363	31.73	32.5	31.832	32.309	32.398
P60898	24.851	25.265	25.299	NA	24.319	25.278	25.294	NA	24.165	26.146	24.256	25.205	26.098	26.029	25.788
P60904	26.837	26.881	26.516	26.936	27.238	26.744	26.837	26.945	27.178	27.202	27.18	27.358	27.075	26.516	26.819
P61021	28.031	28.103	28.42	28.388	28.426	28.381	28.156	28.549	28.093	28.146	28.425	28.107	28.474	28.464	28.134
P61022	28.487	27.569	25.824	24.535	27.771	27	26.14	25.397	28.626	26.605	26.275	28.717	27.835	26.392	27.112
P61027	31.237	30.938	31.272	30.889	30.84	30.733	31.063	30.642	31.143	30.717	30.768	30.731	30.692	31.027	30.755
P61028	26.075	26.359	26.826	26.391	26.374	26.527	26.981	26.793	26.277	27.036	26.582	26.525	26.817	27.316	26.918
P61079	27.414	29.154	29.225	29.454	29.516	29.33	28.677	28.099	29.471	NA	29.143	29.88	29.319	28.938	29.563
P61080	NA	NA	NA	NA	NA	NA	26.032	NA	NA	NA	NA	NA	NA	NA	NA
P61082	29.732	29.513	29.43	29.391	29.508	29.445	29.491	29.076	29.612	29.426	29.075	29.57	29.313	29.056	29.153
P61087	29.436	29.121	29.062	29.082	29.265	29.339	28.768	29.002	29.305	29.047	28.897	29.593	29.009	28.961	28.817
P61089	31.315	31.493	31.431	31.293	31.298	31.443	31.57	31.558	31.203	31.738	31.641	31.731	31.61	31.651	31.669
P61161	31.707	32.239	32.828	32.534	31.489	32.035	32.519	32.471	31.785	32.746	32.67	31.758	31.812	32.626	32.133
P61164	30.244	30.126	30.203	30.139	30.386	30.095	30.121	30.457	30.046	29.893	30.021	29.932	30.046	29.877	29.759
P61166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.651
P61202;P61202-2	29.772	29.644	29.856	29.517	29.554	29.515	29.71	29.324	29.404	29.698	29.172	29.529	29.39	29.758	29.224
P84078;P61205	32.043	31.976	31.709	32.002	32.055	31.909	31.845	32.228	32.09	31.524	31.837	32.051	32.174	31.945	31.855
P61211	28.447	28.427	27.923	28.158	28.247	28.405	28.336	28.323	28.192	27.825	28.046	27.676	27.423	27.683	27.52
P61216	NA	NA	NA	22.693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61222	30.469	30.487	30.552	30.278	30.316	30.317	30.409	30.319	30.419	30.678	30.284	30.599	30.321	30.59	30.24
P61226	24.872	25.147	24.662	25.296	24.947	25.513	NA	25.349	25.579	24.319	25.171	24.986	25.181	24.999	24.57
P61255	31.264	31.247	31.441	31.166	31.317	31.204	31.26	31.025	31.017	31.486	31.149	31.555	31.252	31.338	31.686
P61290	29.418	29.449	29.478	28.812	29.434	29.326	29.416	28.884	28.968	29.766	28.513	29.417	29.415	29.357	28.57
P61294	NA	NA	NA	22.912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61327;Q9CQL1	30.949	31.16	30.85	31.058	30.719	31.19	31.191	31.125	30.886	30.801	31.041	30.659	30.891	30.467	30.827
P61358	31.77	31.904	32.436	32.208	31.922	31.616	31.971	31.671	31.329	32.316	31.594	31.879	31.515	32.09	31.942
P61406	26.898	26.313	25.933	25.923	26.126	26.321	24.069	25.447	27.239	26.111	26.528	27.328	26.883	25.948	26.478
P61460-2;P61460	NA	NA	24.331	23.832	NA	NA	NA	NA	NA	24.407	24.668	24.092	24.241	24.668	NA
P61514	30.339	30.679	30.801	30.376	30.601	30.739	30.625	29.964	30.189	30.426	30.327	30.269	30.336	30.714	31.135
P61600	NA	NA	NA	NA	NA	NA	24.137	NA	NA	24.884	NA	NA	NA	24.416	24.432
P61620	30.929	30.399	29.902	30.044	30.328	30.27	30.272	29.913	30.583	30.087	30.149	30.449	30.376	29.946	30.428
P61750	29.042	28.546	28.205	28.444	28.41	28.424	28.363	28.098	28.702	28.439	26.52	28.755	28.609	28.126	27.292
P61759	28.363	28.261	28.393	28.307	27.786	28.035	28.636	28.389	28.687	28.674	28.702	28.495	28.707	28.582	28.271
P61804	27.117	26.661	27.1	26.93	27.203	26.385	27.15	26.772	27.449	27.18	26.627	26.389	26.457	26.739	26.673
P61807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.523	23.763	NA
P61924	26.884	27.627	27.565	27.324	26.894	27.547	27.737	27.671	27.681	28.617	27.504	27.676	28.015	28.375	27.701
P61957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.57
P61961	28.126	27.491	27.963	27.639	28.223	27.93	28.062	28.156	28	27.963	27.839	28.613	27.92	27.853	27.732
P61963	27.548	27.25	27.071	27.089	27.344	27.368	27.005	26.926	27.54	26.992	27.308	27.397	27.435	27.268	27.287
P61965	29.365	29.307	29.061	29.575	29.486	29.465	29.417	29.293	29.496	29.322	29.491	29.476	29.451	28.931	29.766
P61967	26.404	26.453	26.421	26.752	26.558	26.068	26.392	26.477	26.991	26.459	26.74	26.906	26.724	26.541	26.487
P61971	26.387	26.643	27.559	26.839	26.675	26.623	27.293	26.727	25.78	29.163	26.568	27.122	26.883	27.954	26.799
P61979-2;P61979	34.766	34.47	34.294	34.521	34.803	34.632	34.503	34.564	34.422	34.43	34.523	34.543	34.327	34.245	34.504
P61979-3	27.587	27.764	28.138	28.295	27.783	27.516	27.396	NA	27.887	28.209	28.162	28.142	27.642	27.045	28.219
P61982	31.13	30.724	30.905	30.726	30.679	30.34	30.968	30.598	31.047	31.142	30.818	31.143	30.901	31.198	31.143
P62046	28.127	28.293	28.341	28.296	28.124	28.26	28.127	28.453	28.212	27.827	28.301	28.469	28.556	28.17	28.394
P62071	27.337	27.702	28.591	28.353	26.731	27.874	28.822	27.998	27.207	28.553	28.598	27.173	27.87	28.511	28.321
P62073	NA	25.421	26.063	25.044	NA	25.471	NA	NA	NA	26.414	25.917	25.582	25.739	26.394	25.202
P62075	27.949	27.889	28.426	27.852	27.627	28.227	28.861	27.569	28.177	28.93	28.35	28.158	28.327	28.887	28.634
P62082	32.345	32.214	32.637	32.276	32.192	32.499	32.731	32.491	32.371	32.585	32.084	32.314	32.08	32.594	32.235
P62137	31.842	32.076	31.974	32.251	31.893	32.038	31.835	32.26	31.793	32.147	32.392	32.138	31.935	31.98	32.319
P62141	28.417	28.485	28.879	28.489	27.692	28.386	28.686	28.835	28.546	28.671	28.776	28.9	29.066	28.873	28.815
P62192	31.057	31.028	31.062	30.69	31.063	30.844	30.851	30.796	30.89	30.869	30.607	30.996	30.636	30.731	30.543
P62196	31.144	31.132	31.345	30.861	31.107	30.949	31.029	30.896	31.022	31.098	30.763	31.166	30.845	31.034	30.627
P62242	30.412	30.297	30.596	30.395	30.479	30.136	30.396	29.948	29.895	30.352	29.954	30.538	30.39	30.724	30.536
P62245	30.847	31.183	31.607	30.733	30.972	30.963	31.601	31.036	30.192	31.638	30.926	29.634	28.744	31.171	30.712
P62254	26.187	26.537	27.11	25.84	26.353	26.485	26.643	26.433	27.247	27.031	26.791	26.892	26.432	27.023	26.229
P62257	28.431	28.003	27.063	26.88	28.279	27.406	26.587	26.864	29.005	27.041	27.206	28.618	28.004	26.6	27.191
P62259	33.138	32.92	32.589	32.206	33.07	32.823	32.671	32.599	33.425	32.675	32.33	33.209	32.865	32.645	32.392
P62264	31.734	31.605	32.271	31.613	31.479	31.651	31.89	31.541	31.59	31.983	31.798	32.133	31.775	32.389	31.939
P62267	31.496	31.444	31.467	31.022	31.3	31.289	31.39	30.816	31.031	31.456	30.961	31.353	30.95	31.047	31.66
P62270	32.445	32.048	32.397	32.114	32.265	32.058	32.428	32.158	32.33	32.222	31.905	32.166	31.982	32.441	32.123
P62274	26.924	27.84	29.24	29.025	28.36	28.399	29.057	27.547	28.601	29.129	28.911	27.987	28.126	28.08	28.616
P62281	32.176	32.235	32.203	32.225	32.023	32.252	32.264	32.095	32.216	32.422	32.116	32.402	32.112	32.618	32.308
P62301	32.592	32.589	32.677	32.432	32.316	32.57	32.514	32.365	32.692	32.924	32.324	32.887	32.636	32.893	32.683
P62305	NA	28.354	29.179	29.654	29.726	28.752	29.362	29.18	28.611	29.903	29.777	NA	NA	NA	NA
P62307	28.448	28.462	28.691	28.733	28.017	28.435	28.19	28.653	28.343	28.7	28.09	28.282	27.896	28.194	27.764
P62309	29.478	29.579	29.875	30.073	29.327	30.235	29.701	29.534	NA	30.059	30.186	29.539	29.641	29.84	29.829
P62311	NA	NA	25.663	25.295	NA	25.05	NA	25.635	NA	NA	26.371	25.85	NA	NA	NA
P62313	28.732	28.478	28.782	28.413	28.861	28.53	29.173	29.137	27.867	28.682	28.675	28.629	28.736	28.461	29.142
P62315	30.331	30.251	30.159	30.042	29.798	29.933	29.314	29.732	30.109	30.411	29.675	30.203	29.95	30.184	29.839
P62317	31.849	31.949	31.562	31.906	31.668	31.601	31.814	31.513	31.778	31.817	31.917	32.185	31.968	32	32.046
P62320	31.056	30.805	30.452	30.714	31.098	30.758	31.166	30.852	30.908	31.258	31.091	31.648	31.511	31.76	31.046
P62325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.097	NA	NA	NA	NA
P62331	29.51	29.386	29.373	29.262	29.433	29.388	28.804	29.446	29.437	28.874	29.497	29.484	29.254	28.679	28.812
P62334	30.395	30.219	30.322	29.829	29.938	29.859	29.976	29.756	30.211	30.402	30.135	30.406	30.024	30.128	29.927
P62340	26.883	26.982	26.965	26.88	26.742	26.86	26.806	26.865	26.837	26.909	27.103	26.966	27.094	26.881	26.814
P62342	27.11	27.374	26.544	27.297	26.989	27.125	26.969	27.69	27.241	27.192	27.557	27.428	27.915	26.947	28.047
P62482	28.249	28.654	28.329	29.02	28.761	28.643	28.47	29.162	28.502	28.45	29.255	28.55	28.502	28.394	28.971
P62488	28.716	28.432	28.702	28.513	28.489	28.71	28.42	28.669	28.372	28.571	28.891	28.699	28.977	28.764	28.746
P62492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.75
P62627	25.412	25.396	25.644	25.085	25.724	25.85	25.388	25.613	25.345	25.69	25.525	25.395	25.284	25.54	25.224
P62631	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.449	NA	NA	NA	NA	NA
P62700	25.321	25.012	25.006	24.607	24.941	NA	25.288	24.743	24.616	24.572	24.618	24.654	24.7	24.607	24.3
P62702	32.987	33.03	33.359	33.191	33.018	33.05	33.229	32.921	33.017	33.318	32.784	33.011	32.946	33.215	33.096
P62715	30.418	30.363	30.523	30.319	30.632	30.542	30.621	30.394	30.77	30.639	30.618	30.746	30.629	30.723	30.521
P62717	31.107	31.212	31.527	31.228	30.988	31.065	31.133	30.906	31.7	31.691	31.491	31.534	31.515	31.669	31.368
P62743	25.592	25.937	25.722	25.958	NA	25.662	25.903	26.008	26.438	25.111	25.715	25.979	NA	25.37	25.683
P62748	25.225	25.193	24.001	25.388	25.303	24.813	24.319	25.629	25.543	24.547	25.621	25.378	25.226	24.677	24.77
P62751	31.298	30.973	31.272	31.172	31.205	31.136	31.315	31.107	31.503	31.683	30.969	31.405	31.07	31.451	31.531
P62754	31.888	31.58	31.985	32.033	31.259	31.427	32.016	31.728	32.13	32.489	32.106	32.303	32.197	32.23	32.078
P62774	28.177	27.887	27.391	27.693	27.748	28.742	27.736	28.279	28.561	28.738	28.098	28.435	28.272	27.932	28.221
P62806	38.822	38.498	37.562	38.633	38.501	38.434	37.73	38.753	37.231	36.916	37.112	37.968	38.273	37.816	38.255
P62814	30.219	30.269	30.07	29.99	30.106	30.314	30.099	30.169	30.338	29.826	29.899	30.216	30.107	30.057	29.984
P62821	30.779	30.674	30.597	30.368	30.463	30.642	30.224	30.866	30.779	30.289	30.734	30.859	30.882	30.74	30.855
P62827	32.566	32.913	32.724	32.696	33.093	32.598	32.535	32.774	32.481	32.892	32.711	32.835	32.553	32.286	32.673
P62830	29.02	31.3	31.571	31.142	30.931	30.657	31.069	30.94	31.745	31.505	31.312	31.444	31.409	31.527	31.307
P62835	28.286	27.806	27.68	27.179	27.444	27.508	27.31	27.422	28.799	27.948	28.553	28.792	28.634	28.08	27.713
P62838	NA	NA	NA	26.944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P62843	29.67	29.256	28.698	28.713	29.274	28.486	28.773	27.649	29.025	29.632	29.319	29.549	29.171	29.327	29.554
P62849-2;P62849-3;P62849	28.455	29.191	29.691	29.29	28.643	29.247	29.671	29.428	29.487	29.68	29.708	28.982	29.076	29.878	29.059
P62852	31.352	31.12	31.462	30.918	30.806	30.718	31.529	31.128	30.966	31.496	31.267	31.364	31.348	31.442	31.599
P62855	30.867	30.903	31.209	30.975	31.012	30.842	31.16	30.861	31.003	31.314	31.026	31.071	30.794	31.544	30.924
P62858	30.321	29.918	30.181	29.695	29.808	29.774	30.519	30.344	30.082	30.411	30.227	30.461	30.499	30.695	30.073
P62862	29.895	29.583	29.897	29.811	29.77	30.075	29.967	29.771	29.551	30.177	29.746	30.602	30.046	30.376	30.037
P62869	28.495	28.548	28.574	28.585	28.355	28.561	28.255	28.605	28.26	28.97	28.11	28.304	27.978	28.195	27.883
P62874	29.172	28.822	28.998	28.898	28.606	28.839	28.832	28.767	28.853	28.949	29.056	28.705	28.759	29.035	28.979
P62876	NA	NA	26.24	NA	NA	NA	NA	NA	NA	26.267	25.802	NA	25.782	NA	NA
