ENSP00000354687	YP_003024026	P03886	ENST00000361390
ENSP00000215882	NP_001243463	P53007	ENST00000215882
ENSP00000215882	NP_005975	P53007	ENST00000215882
ENSP00000576609			ENST00000906550
ENSP00000481309	NP_001182219	Q6UWN8	ENST00000621437
ENSP00000426746			ENST00000506264
ENSP00000392760		Q3KRB8	ENST00000428041
ENSP00000431168		Q86YF9	ENST00000466569
ENSP00000508838		Q3KRB8	ENST00000693711
ENSP00000513489	NP_001034930	Q3KRB8	ENST00000697964
ENSP00000567762			ENST00000897703
ENSP00000400698	NP_002093	P15421	ENST00000437468
ENSP00000492773			ENST00000639338
ENSP00000567763			ENST00000897704
ENSP00000567764			ENST00000897705
ENSP00000324870	NP_995313	Q6UWN8	ENST00000325630
ENSP00000418500			ENST00000498677
ENSP00000567765			ENST00000897706
ENSP00000418339			ENST00000492651
ENSP00000489850			ENST00000638059
ENSP00000567766			ENST00000897707
ENSP00000327528	NP_620476	Q9Y5Z0	ENST00000347667
ENSP00000490231			ENST00000635831
ENSP00000567767			ENST00000897708
ENSP00000490292	NP_001350440	A0A1B0GUY1	ENST00000638089
ENSP00000567768			ENST00000897709
ENSP00000371806			ENST00000382369
ENSP00000426906			ENST00000507747
ENSP00000567769			ENST00000897710
ENSP00000365174	NP_694853	Q8NFP7	ENST00000376006
ENSP00000353470	NP_695001	Q9NUD7	ENST00000360321
ENSP00000567770			ENST00000897711
ENSP00000332979	NP_036237	Q9Y5Z0	ENST00000330333
ENSP00000567771			ENST00000897712
ENSP00000348831	NP_001291892	Q8NFP7	ENST00000356450
ENSP00000383128	NP_542138		ENST00000400269
ENSP00000596495			ENST00000926436
ENSP00000577115			ENST00000907056
ENSP00000596496			ENST00000926437
ENSP00000421048		Q1W4C9	ENST00000512953
ENSP00000401480	NP_001274316		ENST00000451283
ENSP00000367034	NP_003533	P62805	ENST00000377803
ENSP00000381468	NP_001035218	Q1W4C9	ENST00000398450
ENSP00000596497			ENST00000926438
ENSP00000596498			ENST00000926439
ENSP00000342680	NP_981952	Q86X51	ENST00000342995
ENSP00000617350			ENST00000947291
ENSP00000426279		Q1W4C9	ENST00000511106
ENSP00000617351			ENST00000947292
ENSP00000617352			ENST00000947293
ENSP00000349459	NP_001001325	Q6IE38	ENST00000356972
ENSP00000280758	NP_001018082	A6QL63	ENST00000280758
ENSP00000457038			ENST00000562793
ENSP00000365160	NP_060629	Q96G61	ENST00000375992
ENSP00000413889	NP_001334873	A6QL63	ENST00000420571
ENSP00000413889	NP_001334872	A6QL63	ENST00000420571
ENSP00000550567			ENST00000880508
ENSP00000505677			ENST00000680403
ENSP00000447319		A6QL63	ENST00000490090
ENSP00000370408	NP_001341629	Q99626	ENST00000381020
ENSP00000370408	NP_001256	Q99626	ENST00000381020
ENSP00000550568			ENST00000880509
ENSP00000489547	NP_001342205	A0A0U1RRI6	ENST00000417339
ENSP00000447606			ENST00000550706
ENSP00000550569			ENST00000880510
ENSP00000561230			ENST00000891171
ENSP00000489328	NP_001342207	P0DPI3	ENST00000634648
ENSP00000407416			ENST00000415943
ENSP00000550570			ENST00000880511
ENSP00000617430			ENST00000947371
ENSP00000489273	NP_001342206	A0A0U1RR11	ENST00000602548
ENSP00000550571			ENST00000880512
ENSP00000485019	NP_079106		ENST00000611696
ENSP00000349690	NP_001017523	A6QL63	ENST00000357167
ENSP00000550572			ENST00000880513
ENSP00000399099			ENST00000420978
ENSP00000506627			ENST00000679714
ENSP00000593247			ENST00000923188
ENSP00000485860			ENST00000625809
ENSP00000417408			ENST00000479335
ENSP00000448322		A6QL63	ENST00000494235
ENSP00000506226	NP_001398074		ENST00000679682
ENSP00000339804	NP_149024	Q969D9	ENST00000344895
ENSP00000524427			ENST00000854368
ENSP00000486730			ENST00000631044
ENSP00000384792	NP_001077430	O43379	ENST00000401500
ENSP00000524428			ENST00000854369
ENSP00000427827	NP_612561	Q969D9	ENST00000379706
ENSP00000309493	NP_683766	Q5T6X5	ENST00000310357
ENSP00000524429			ENST00000854370
ENSP00000505582	NP_001398075		ENST00000680564
ENSP00000486797			ENST00000626646
ENSP00000516154		P54098	ENST00000636937
ENSP00000524430			ENST00000854371
ENSP00000268124	NP_001119603	P54098	ENST00000268124
ENSP00000268124	NP_002684	P54098	ENST00000268124
ENSP00000524431			ENST00000854372
ENSP00000505350			ENST00000680590
ENSP00000591549			ENST00000921490
ENSP00000623464			ENST00000953405
ENSP00000399851		P54098	ENST00000442287
ENSP00000623465			ENST00000953406
ENSP00000505740			ENST00000681809
ENSP00000505158	NP_001398076		ENST00000679757
ENSP00000357537	NP_001273284	Q5T6X5	ENST00000368549
ENSP00000432885			ENST00000530292
ENSP00000433465	NP_001273283	Q5T6X5	ENST00000530250
ENSP00000506418			ENST00000680806
ENSP00000447332			ENST00000548219
ENSP00000511971	NP_001354885	A1A519	ENST00000695508
ENSP00000449316			ENST00000550131
ENSP00000489844			ENST00000637264
ENSP00000448663			ENST00000547141
ENSP00000368873	NP_001157463	A1A519	ENST00000379555
ENSP00000505655			ENST00000679858
ENSP00000490653			ENST00000635986
ENSP00000374092		Q14C87	ENST00000389441
ENSP00000425939			ENST00000504819
ENSP00000449383			ENST00000546469
ENSP00000505555			ENST00000681625
ENSP00000511972			ENST00000695509
ENSP00000334285	NP_877438	A1A519	ENST00000335286
ENSP00000465525		O43379	ENST00000587391
ENSP00000499495			ENST00000666746
ENSP00000418859	NP_001308741	O15315	ENST00000471583
ENSP00000418859	NP_001308747	O15315	ENST00000471583
ENSP00000418859	NP_001308743	O15315	ENST00000471583
ENSP00000418859	NP_001308739	O15315	ENST00000471583
ENSP00000418859	NP_001308746	O15315	ENST00000471583
ENSP00000418859	NP_001308748	O15315	ENST00000471583
ENSP00000418859	NP_598194	O15315	ENST00000471583
ENSP00000270301	NP_775907	O43379	ENST00000270301
ENSP00000518559	NP_002868	O15315	ENST00000460526
ENSP00000408581	NP_597705	Q14C87	ENST00000422113
ENSP00000419881	NP_001308744		ENST00000487861
ENSP00000419881	NP_001308738		ENST00000487861
ENSP00000419881	NP_001308750		ENST00000487861
ENSP00000490756			ENST00000637238
ENSP00000324127	NP_001399795	Q9NYI0	ENST00000327040
ENSP00000324127	NP_001399794	Q9NYI0	ENST00000327040
ENSP00000324127	NP_001399805	Q9NYI0	ENST00000327040
ENSP00000324127	NP_001399804	Q9NYI0	ENST00000327040
ENSP00000324127	NP_001399802	Q9NYI0	ENST00000327040
ENSP00000324127	NP_001399799	Q9NYI0	ENST00000327040
ENSP00000324127	NP_056125	Q9NYI0	ENST00000327040
ENSP00000505451			ENST00000680858
ENSP00000332208	NP_775831	Q8HWS3	ENST00000332958
ENSP00000419471	NP_598193	O15315	ENST00000487270
ENSP00000505055			ENST00000680377
ENSP00000505966			ENST00000681302
ENSP00000420061		O15315	ENST00000488612
ENSP00000489799			ENST00000636774
ENSP00000505399			ENST00000679489
ENSP00000286485	NP_001399815	Q9NYI0	ENST00000286485
ENSP00000286485	NP_001399820	Q9NYI0	ENST00000286485
ENSP00000286485	NP_001399814	Q9NYI0	ENST00000286485
ENSP00000286485	NP_001399817	Q9NYI0	ENST00000286485
ENSP00000286485	NP_001399818	Q9NYI0	ENST00000286485
ENSP00000286485	NP_996792	Q9NYI0	ENST00000286485
ENSP00000417948			ENST00000485181
ENSP00000452044			ENST00000553334
ENSP00000504920			ENST00000681088
ENSP00000393228	NP_001399819		ENST00000428502
ENSP00000393228	NP_001399825		ENST00000428502
ENSP00000393228	NP_001399824		ENST00000428502
ENSP00000505316			ENST00000679422
ENSP00000431395			ENST00000530715
ENSP00000430640	NP_001349748		ENST00000523619
ENSP00000430640	NP_001399809		ENST00000523619
ENSP00000430640	NP_001399801		ENST00000523619
ENSP00000430640	NP_001399800		ENST00000523619
ENSP00000430640	NP_001399803		ENST00000523619
ENSP00000430640	NP_001399811		ENST00000523619
ENSP00000430640	NP_001399812		ENST00000523619
ENSP00000499709			ENST00000670281
ENSP00000319546	NP_112170	O95047	ENST00000315453
ENSP00000506376			ENST00000679357
ENSP00000490403			ENST00000636812
ENSP00000395587	NP_001139131	A4FU28	ENST00000314099
ENSP00000434335		Q8TD84	ENST00000527706
ENSP00000433502			ENST00000528881
ENSP00000506102			ENST00000680211
ENSP00000480372	NP_110409	Q96KA5	ENST00000620010
ENSP00000432389			ENST00000526314
ENSP00000505170			ENST00000680739
ENSP00000428889			ENST00000518315
ENSP00000434937			ENST00000526398
ENSP00000486059			ENST00000627897
ENSP00000505037			ENST00000680597
ENSP00000434810	NP_001191801	Q8NDH3	ENST00000525967
ENSP00000430744	NP_001399823		ENST00000520858
ENSP00000430744	NP_001399813		ENST00000520858
ENSP00000504936			ENST00000679598
ENSP00000451616			ENST00000554575
ENSP00000350036	NP_683515	Q8NDV3	ENST00000357450
ENSP00000437112	NP_001191802	Q8NDH3	ENST00000525817
ENSP00000490427			ENST00000637307
ENSP00000429069	NP_001399822		ENST00000519851
ENSP00000429069	NP_001399816		ENST00000519851
ENSP00000429069	NP_001399821		ENST00000519851
ENSP00000385902	NP_001278430	Q8NDV3	ENST00000404354
ENSP00000547472			ENST00000877413
ENSP00000348395	NP_078939	Q8NDH3	ENST00000356091
ENSP00000593391			ENST00000923332
ENSP00000456337	NP_001185713	H3BRN8	ENST00000569691
ENSP00000516647			ENST00000570794
ENSP00000222224	NP_077292	Q96BZ8	ENST00000222224
ENSP00000430043			ENST00000517971
ENSP00000427897			ENST00000521027
ENSP00000498769	NP_065744	Q8TD84	ENST00000651296
ENSP00000428405			ENST00000521475
ENSP00000486425			ENST00000627411
ENSP00000257567	NP_005987	O15119	ENST00000349155
ENSP00000315465			ENST00000321322
ENSP00000499655	NP_001354752	Q6ZSZ5	ENST00000668164
ENSP00000436265			ENST00000533788
ENSP00000436387			ENST00000525836
ENSP00000257566	NP_057653	O15119	ENST00000257566
ENSP00000487564			ENST00000630183
ENSP00000500339			ENST00000671891
ENSP00000487270			ENST00000630579
ENSP00000498407			ENST00000651172
ENSP00000332169			ENST00000330495
ENSP00000340162		P60153	ENST00000338904
ENSP00000398454	NP_001269423	F8WBI6	ENST00000448387
ENSP00000578593			ENST00000908534
ENSP00000578594			ENST00000908535
ENSP00000319200			ENST00000319670
ENSP00000328326	NP_443130	Q5GH76	ENST00000327381
ENSP00000454473			ENST00000569659
ENSP00000286800	NP_001177	O14867	ENST00000286800
ENSP00000578595			ENST00000908536
ENSP00000470729	NP_056133	Q6ZSZ5	ENST00000594665
ENSP00000382805	NP_996749	O14867	ENST00000399921
ENSP00000482647	NP_001354753	Q6ZSZ5	ENST00000617428
ENSP00000448982			ENST00000548467
ENSP00000400576			ENST00000451655
ENSP00000408605			ENST00000447177
ENSP00000331845	NP_775837	Q5THK1	ENST00000327423
ENSP00000352995	NP_001124427		ENST00000359920
ENSP00000392202			ENST00000435072
ENSP00000399381			ENST00000432485
ENSP00000416569			ENST00000422809
ENSP00000389527			ENST00000431684
ENSP00000470673			ENST00000468059
ENSP00000489954		D0EPY3	ENST00000563228
ENSP00000384683	NP_001103829	P60153	ENST00000404716
ENSP00000489871	NP_001371526	D0EPY3	ENST00000562076
ENSP00000409504		P60153	ENST00000429244
ENSP00000489695			ENST00000636757
ENSP00000451285		P60153	ENST00000553541
ENSP00000558505			ENST00000888446
ENSP00000411129			ENST00000412743
ENSP00000558506			ENST00000888447
ENSP00000450570	NP_001103831	P60153	ENST00000553706
ENSP00000593668			ENST00000923609
ENSP00000558507			ENST00000888448
ENSP00000593669			ENST00000923610
ENSP00000558508			ENST00000888449
ENSP00000450800		P60153	ENST00000555230
ENSP00000593670			ENST00000923611
ENSP00000558509			ENST00000888450
ENSP00000451160	NP_001103830	P60153	ENST00000556208
ENSP00000597553			ENST00000927494
ENSP00000424598	NP_001192195	O15263	ENST00000318157
ENSP00000451565		P60153	ENST00000557068
ENSP00000597554			ENST00000927495
ENSP00000450987	NP_001103828	P60153	ENST00000557209
ENSP00000342374	NP_001371576	P62316	ENST00000342669
ENSP00000597555			ENST00000927496
ENSP00000450599	NP_001001673		ENST00000554964
ENSP00000450599	NP_001103826		ENST00000554964
ENSP00000450599	NP_001103827		ENST00000554964
ENSP00000450599	NP_001276039		ENST00000554964
ENSP00000486683			ENST00000628330
ENSP00000597556			ENST00000927497
ENSP00000465101			ENST00000585392
ENSP00000597557			ENST00000927498
ENSP00000481786		P60153	ENST00000611135
ENSP00000623505			ENST00000953446
ENSP00000425020	NP_733758	P54107	ENST00000507853
ENSP00000623506			ENST00000953447
ENSP00000623507			ENST00000953448
ENSP00000623508			ENST00000953449
ENSP00000465952	NP_001356680	P62316	ENST00000587367
ENSP00000479104	NP_061181	Q8N4V2	ENST00000610966
ENSP00000623509			ENST00000953450
ENSP00000338276	NP_001122	P54107	ENST00000335847
ENSP00000466152		P62316	ENST00000588599
ENSP00000375798	NP_808210	P62316	ENST00000391932
ENSP00000331317		P54107	ENST00000329411
ENSP00000465216	NP_004588	P62316	ENST00000588301
ENSP00000447583			ENST00000550436
ENSP00000427589	NP_001192149	P54107	ENST00000505118
ENSP00000447275			ENST00000546618
ENSP00000468247	NP_001356681		ENST00000590212
ENSP00000377166	NP_702914	Q5BJF6	ENST00000393533
ENSP00000306095	NP_039227	O60403	ENST00000305899
ENSP00000342581	NP_001338506		ENST00000351030
ENSP00000342581	NP_001338510		ENST00000351030
ENSP00000342581	NP_001338507		ENST00000351030
ENSP00000312702	NP_001032588	Q30KQ6	ENST00000322066
ENSP00000459439	NP_001372116	I3L273	ENST00000576655
ENSP00000361901	NP_702917	Q5BJF6	ENST00000372814
ENSP00000361901	NP_702910	Q5BJF6	ENST00000372814
ENSP00000478493	NP_001182185	I3L273	ENST00000610896
ENSP00000394506			ENST00000444119
ENSP00000493287	NP_039226	O60404	ENST00000641646
ENSP00000494223	NP_001373037		ENST00000641946
ENSP00000381703	NP_001032818	Q30KQ7	ENST00000398718
ENSP00000387523	NP_001073404	Q6IFN5	ENST00000456448
ENSP00000493393	NP_001004713	O60431	ENST00000641398
ENSP00000377270	NP_001032817	Q30KQ9	ENST00000393660
ENSP00000209540		O60431	ENST00000209540
ENSP00000493436	NP_039228	Q9Y4A9	ENST00000641419
ENSP00000360190	NP_001032586	Q30KQ9	ENST00000371148
ENSP00000335596		Q9Y4A9	ENST00000334920
ENSP00000409950	NP_001177983	E9PGG2	ENST00000419717
ENSP00000437154			ENST00000528943
ENSP00000499066	NP_001355986		ENST00000651554
ENSP00000493055	NP_001005190	O76100	ENST00000641129
ENSP00000439513	NP_001358989		ENST00000545940
ENSP00000501263			ENST00000673940
ENSP00000432257			ENST00000528767
ENSP00000483077	NP_001243453	Q16587	ENST00000611540
ENSP00000341914	NP_001013754	Q6ZW05	ENST00000339488
ENSP00000341914	NP_001371182	Q6ZW05	ENST00000339488
ENSP00000372143	NP_001372526	Q3SX64	ENST00000382696
ENSP00000381722	NP_997382		ENST00000398738
ENSP00000381722	NP_001397839		ENST00000398738
ENSP00000506133			ENST00000679966
ENSP00000382476	NP_775760	Q7Z745	ENST00000399564
ENSP00000318029	NP_001372529	Q3SX64	ENST00000315489
ENSP00000318029	NP_872383	Q3SX64	ENST00000315489
ENSP00000516406		P55316	ENST00000706482
ENSP00000339004	NP_005240	P55316	ENST00000313071
ENSP00000377161	NP_702913		ENST00000393527
ENSP00000441504			ENST00000506092
ENSP00000352797	NP_478107		ENST00000359758
ENSP00000354411	NP_478109		ENST00000361111
ENSP00000492928	NP_001392892		ENST00000642117
ENSP00000519514			ENST00000714233
ENSP00000467185			ENST00000585685
ENSP00000468139			ENST00000589057
ENSP00000263160	NP_065079	Q9P2U8	ENST00000263160
ENSP00000384750	NP_001243452	Q16587	ENST00000403682
ENSP00000297498	NP_057596	Q08648	ENST00000297498
ENSP00000242804	NP_110451	Q9H7R0	ENST00000242804
ENSP00000383301	NP_001243454	Q16587	ENST00000400451
ENSP00000383301	NP_003417	Q16587	ENST00000400451
ENSP00000388634	NP_001350703	Q9H7R0	ENST00000438182
ENSP00000440162		Q9H7R0	ENST00000545749
ENSP00000350101			ENST00000357502
ENSP00000398550	NP_478114	Q08648	ENST00000458665
ENSP00000404935			ENST00000424168
ENSP00000431230	NP_478113	Q08648	ENST00000528168
ENSP00000381480	NP_478108	Q08648	ENST00000398462
ENSP00000322591	NP_478110	Q08648	ENST00000317900
ENSP00000359630	NP_001695	O60242	ENST00000370598
ENSP00000473949	NP_001338511	Q5BJF6	ENST00000604420
ENSP00000473949	NP_001229282	Q5BJF6	ENST00000604420
ENSP00000507613			ENST00000684661
ENSP00000396687	NP_001229283	Q5BJF6	ENST00000448249
ENSP00000361893	NP_001338512	Q5BJF6	ENST00000372807
ENSP00000361893	NP_001338509	Q5BJF6	ENST00000372807
ENSP00000361893	NP_002531	Q5BJF6	ENST00000372807
ENSP00000361893	NP_001338516	Q5BJF6	ENST00000372807
ENSP00000361893	NP_001338517	Q5BJF6	ENST00000372807
ENSP00000361893	NP_001338508	Q5BJF6	ENST00000372807
ENSP00000361893	NP_001338515	Q5BJF6	ENST00000372807
ENSP00000361893	NP_001338513	Q5BJF6	ENST00000372807
ENSP00000361893	NP_001338514	Q5BJF6	ENST00000372807
ENSP00000361893	NP_001229281	Q5BJF6	ENST00000372807
ENSP00000441821		O60242	ENST00000546190
ENSP00000510207			ENST00000688016
ENSP00000449140			ENST00000549158
ENSP00000415278	NP_001309427		ENST00000419318
ENSP00000415278	NP_001309426		ENST00000419318
ENSP00000397011			ENST00000420626
ENSP00000447111			ENST00000547341
ENSP00000450254			ENST00000547595
ENSP00000395437			ENST00000437275
ENSP00000238918			ENST00000238918
ENSP00000508744			ENST00000686232
ENSP00000411084	NP_001074290	Q96GE5	ENST00000430385
ENSP00000479597	NP_001035	Q01959	ENST00000621716
ENSP00000448886			ENST00000548700
ENSP00000385855		Q16587	ENST00000405993
ENSP00000474165			ENST00000604969
ENSP00000448770			ENST00000549805
ENSP00000448676			ENST00000549932
ENSP00000403453	NP_702911	Q5BJF6	ENST00000434106
ENSP00000473827			ENST00000603207
ENSP00000578283			ENST00000908224
ENSP00000471169			ENST00000595766
ENSP00000449419			ENST00000551422
ENSP00000593935			ENST00000923876
ENSP00000437579	NP_702918	Q5BJF6	ENST00000546203
ENSP00000471613			ENST00000595562
ENSP00000415290			ENST00000446274
ENSP00000484960		Q99712	ENST00000612702
ENSP00000479100		Q99712	ENST00000613499
ENSP00000266743		Q8IZU3	ENST00000266743
ENSP00000395489			ENST00000421776
ENSP00000493463	NP_039224	P58182	ENST00000642051
ENSP00000407852			ENST00000432065
ENSP00000278550	NP_001092286	Q6N022	ENST00000278550
ENSP00000485112		P58182	ENST00000623183
ENSP00000376658		Q8IZU3	ENST00000392927
ENSP00000361877	NP_702915	Q5BJF6	ENST00000372791
ENSP00000381899			ENST00000398925
ENSP00000301547	NP_005806	Q9Y2A4	ENST00000301547
ENSP00000431711			ENST00000530738
ENSP00000438875	NP_001353321	P51513	ENST00000539517
ENSP00000438875	NP_002506	P51513	ENST00000539517
ENSP00000389105			ENST00000436821
ENSP00000381902			ENST00000398928
ENSP00000475118			ENST00000470061
ENSP00000432427			ENST00000533525
ENSP00000366331	NP_443199	P35410	ENST00000377127
ENSP00000471607			ENST00000598753
ENSP00000376655	NP_001171419	Q8IZU3	ENST00000392924
ENSP00000376655	NP_710161	Q8IZU3	ENST00000392924
ENSP00000376655	NP_001171420	Q8IZU3	ENST00000392924
ENSP00000474651			ENST00000483070
ENSP00000493269	NP_110503	Q9UGF6	ENST00000641768
ENSP00000404127			ENST00000428311
ENSP00000432705			ENST00000533074
ENSP00000392568	NP_001182186	P0DP73	ENST00000437818
ENSP00000331698	NP_001263365	Q99712	ENST00000328656
ENSP00000331698	NP_001263364	Q99712	ENST00000328656
ENSP00000331698	NP_002234	Q99712	ENST00000328656
ENSP00000366359		Q9UGF6	ENST00000377154
ENSP00000448956			ENST00000483536
ENSP00000413013			ENST00000443341
ENSP00000380023	NP_112221	Q9UGF7	ENST00000396806
ENSP00000477227			ENST00000548184
ENSP00000392951			ENST00000417042
ENSP00000447391	NP_006480	P51513	ENST00000465357
ENSP00000408914			ENST00000449198
ENSP00000433535			ENST00000527736
ENSP00000299472	NP_001353319		ENST00000347476
ENSP00000299472	NP_001353326		ENST00000347476
ENSP00000381911	NP_001263368	Q99712	ENST00000398938
ENSP00000381911	NP_001263366	Q99712	ENST00000398938
ENSP00000381911	NP_001263367	Q99712	ENST00000398938
ENSP00000381911	NP_733932	Q99712	ENST00000398938
ENSP00000448144			ENST00000546546
ENSP00000381905		Q99712	ENST00000398932
ENSP00000449113	NP_001353320		ENST00000549146
ENSP00000449113	NP_001353327		ENST00000549146
ENSP00000449113	NP_001353324		ENST00000549146
ENSP00000449113	NP_001353325		ENST00000549146
ENSP00000486164			ENST00000627791
ENSP00000365926	NP_060809	Q969G6	ENST00000376736
ENSP00000390784	NP_003773	O96024	ENST00000451237
