ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSG00000200175	snRNA	RNU6-1309P	37.96
ENSG00000200176	snRNA	RNU1-19P	52.73
ENSG00000200179	misc_RNA	Y_RNA	38.05
ENSG00000200183	snRNA	RNU6-238P	41.51
ENSG00000200184	snRNA	RNU1-20P	46.3
ENSG00000200189	snRNA	RNU6-832P	43.93
ENSG00000200191	snoRNA	U8	40.91
ENSG00000200197	snRNA	RNU1-21P	49.69
ENSG00000200198	misc_RNA	RN7SKP211	49.84
ENSG00000200201	misc_RNA	Y_RNA	40.62
ENSG00000200204	snRNA	RNU1-22P	49.37
ENSG00000200206	snoRNA	AC016180.1	38.36
ENSG00000200208	misc_RNA	Y_RNA	41.18
ENSG00000200209	misc_RNA	Y_RNA	44.09
ENSG00000200211	misc_RNA	RNY4P27	41.67
ENSG00000200213	snRNA	RNU6-992P	42.59
ENSG00000200215	snoRNA	SNORD113-6	40
ENSG00000200216	snRNA	RNU6-745P	43.4
ENSG00000200217	snRNA	RNU6-839P	37.96
ENSG00000200218	snRNA	RNU6-697P	37.38
ENSG00000200220	snRNA	RNU6-179P	39.25
ENSG00000200222	snoRNA	U3	41.78
ENSG00000200224	snRNA	RNU6-626P	40.19
ENSG00000200225	rRNA_pseudogene	RNA5SP382	50.89
ENSG00000200227	rRNA_pseudogene	RNA5SP197	47.06
ENSG00000200231	snRNA	RNU1-23P	50
ENSG00000200235	snoRNA	AC116353.1	37.3
ENSG00000200237	snoRNA	SNORA70	46.81
ENSG00000200238	rRNA_pseudogene	RNA5SP133	49.58
ENSG00000200241	misc_RNA	Y_RNA	43.24
ENSG00000200243	misc_RNA	RN7SKP79	52.08
ENSG00000200246	rRNA_pseudogene	RNA5SP263	57.03
ENSG00000200247	snRNA	RNU6-254P	38.32
ENSG00000200248	rRNA_pseudogene	RNA5SP214	48.31
ENSG00000200250	snRNA	RNU6-1147P	40.19
ENSG00000200252	misc_RNA	Y_RNA	39.64
ENSG00000200253	snRNA	RNU6-529P	39.42
ENSG00000200254	snRNA	RNU6-536P	41.12
ENSG00000200256	misc_RNA	Y_RNA	37.61
ENSG00000200257	snRNA	RNU6-97P	41.35
ENSG00000200259	snoRNA	SNORD35A	54.65
ENSG00000200261	misc_RNA	Y_RNA	41.07
ENSG00000200262	misc_RNA	Y_RNA	44.55
ENSG00000200267	snRNA	RNU6-66P	42.31
ENSG00000200269	snRNA	RNU6-838P	36.11
ENSG00000200274	snRNA	RNU4-32P	41.84
ENSG00000200275	rRNA_pseudogene	RNA5SP199	57.61
ENSG00000200278	rRNA_pseudogene	RNA5SP352	50
ENSG00000200279	snoRNA	SNORD114-10	36.11
ENSG00000200281	snRNA	RNU6-624P	34.58
ENSG00000200283	misc_RNA	Y_RNA	42.59
ENSG00000200287	misc_RNA	Y_RNA	31.31
ENSG00000200288	snoRNA	AC026355.1	42.97
ENSG00000200291	misc_RNA	Y_RNA	45.1
ENSG00000200293	rRNA_pseudogene	RNA5SP393	52.99
ENSG00000200294	snoRNA	AL607035.1	38.64
ENSG00000200295	snRNA	RNU6-527P	38.46
ENSG00000200296	snRNA	RNU1-83P	50.61
ENSG00000200298	misc_RNA	Y_RNA	40
ENSG00000200301	rRNA_pseudogene	RNA5SP483	46.61
ENSG00000200303	snRNA	RNU6-940P	37.5
ENSG00000200304	snRNA	RNU6-1255P	40.18
ENSG00000200305	misc_RNA	Y_RNA	41.9
ENSG00000200309	misc_RNA	Y_RNA	37.89
ENSG00000200310	rRNA_pseudogene	RNA5SP215	46.72
ENSG00000200312	misc_RNA	RN7SKP255	56.23
ENSG00000200313	rRNA_pseudogene	RNA5-8SP7	42.58
ENSG00000200314	misc_RNA	Y_RNA	44.12
ENSG00000200318	snoRNA	U3	45.83
ENSG00000200320	snoRNA	SNORA63	43.18
ENSG00000200325	misc_RNA	Y_RNA	44.64
ENSG00000200326	rRNA_pseudogene	RNA5SP391	49.58
ENSG00000200327	rRNA_pseudogene	RNA5SP62	48.18
ENSG00000200331	snRNA	RNU6-183P	42.73
ENSG00000200332	misc_RNA	Y_RNA	44.12
ENSG00000200334	misc_RNA	Y_RNA	43.14
ENSG00000200336	rRNA_pseudogene	RNA5SP333	50.85
ENSG00000200338	snRNA	RNU1-49P	52.2
ENSG00000200340	snRNA	RNU1-105P	45.96
ENSG00000200343	rRNA	RNA5S8	60.5
ENSG00000200344	misc_RNA	Y_RNA	42.72
ENSG00000200345	snRNA	RNU6-485P	39.25
ENSG00000200350	snRNA	RNU6-1285P	42.86
ENSG00000200351	misc_RNA	Y_RNA	42.73
ENSG00000200354	snoRNA	SNORA71D	53.73
ENSG00000200355	snoRNA	SNORA72	34.11
ENSG00000200356	snRNA	RNU6-833P	42.99
ENSG00000200360	snRNA	RNU6-792P	38.32
ENSG00000200361	misc_RNA	Y_RNA	42.16
ENSG00000200366	snRNA	RNU6-511P	41.12
ENSG00000200367	snoRNA	SNORD113-8	39.19
ENSG00000200369	snRNA	RNU6-666P	41.12
ENSG00000200370	rRNA	RNA5S17	60.5
ENSG00000200372	snRNA	RNU5E-8P	38.79
ENSG00000200376	snRNA	RNU5E-10P	36.44
ENSG00000200377	snoRNA	AC012501.1	39.44
ENSG00000200378	snRNA	RNU5B-4P	33.33
ENSG00000200379	misc_RNA	RN7SKP45	53.29
ENSG00000200381	rRNA	RNA5S4	60.5
ENSG00000200385	snoRNA	AL136296.1	47.45
ENSG00000200388	snRNA	RNU6-618P	40.18
ENSG00000200389	snRNA	RNU6-509P	42.06
ENSG00000200390	misc_RNA	Y_RNA	42.45
ENSG00000200391	misc_RNA	Y_RNA	36.28
ENSG00000200393	snRNA	RNU6-698P	42.99
ENSG00000200394	snoRNA	SNORA38B	48.09
ENSG00000200397	misc_RNA	Y_RNA	48.04
ENSG00000200398	snoRNA	SNORD115-24	43.9
ENSG00000200403	snRNA	RNU6-1099P	40.19
ENSG00000200406	snoRNA	SNORD114-23	45.83
ENSG00000200407	snRNA	RNU6-1169P	37.86
ENSG00000200408	rRNA_pseudogene	RNA5SP74	57.8
ENSG00000200411	rRNA_pseudogene	RNA5SP346	47.93
ENSG00000200413	snoRNA	SNORD114-26	47.22
ENSG00000200418	snoRNA	SNORA63B	43.09
ENSG00000200419	misc_RNA	Y_RNA	43.14
ENSG00000200421	misc_RNA	Y_RNA	41
ENSG00000200422	snoRNA	AL590229.1	34.72
ENSG00000200424	snRNA	RNU6-1155P	44.86
ENSG00000200427	misc_RNA	Y_RNA	40.17
ENSG00000200428	misc_RNA	Y_RNA	34.19
ENSG00000200431	snRNA	RNU4-81P	43.06
ENSG00000200432	misc_RNA	Y_RNA	43.14
ENSG00000200434	rRNA_pseudogene	RNA5-8SP2	52.63
ENSG00000200436	misc_RNA	Y_RNA	41.07
ENSG00000200437	snRNA	RNU6-799P	41.12
ENSG00000200443	snRNA	RNU6-1066P	37.14
ENSG00000200444	snRNA	RNU6-1339P	35.16
ENSG00000200446	snRNA	RNU6-1085P	40.19
ENSG00000200448	misc_RNA	Y_RNA	43
ENSG00000200455	snRNA	RNU6-1112P	41.41
ENSG00000200456	snRNA	RNU6-1097P	42.06
ENSG00000200462	snRNA	RNU6-727P	42.06
ENSG00000200463	snoRNA	SNORD118	47.76
ENSG00000200468	rRNA_pseudogene	RNA5SP403	52.78
ENSG00000200469	snRNA	RNU6-112P	39.42
ENSG00000200471	snRNA	RNU6-1125P	38.32
ENSG00000200472	misc_RNA	RN7SKP44	47.47
ENSG00000200473	rRNA_pseudogene	RNA5SP507	48.76
ENSG00000200475	misc_RNA	RN7SKP162	48.12
ENSG00000200478	snoRNA	SNORD115-41	45.12
ENSG00000200480	snoRNA	SNORD114-28	47.22
ENSG00000200483	snRNA	RNU6-1017P	49.06
ENSG00000200484	snRNA	RNU6-1244P	40.74
ENSG00000200485	misc_RNA	Y_RNA	39.56
ENSG00000200486	snoRNA	SNORD115-11	42.68
ENSG00000200487	rRNA_pseudogene	RNA5SP322	52.94
ENSG00000200488	misc_RNA	RN7SKP203	58.43
ENSG00000200492	snoRNA	U3	42.65
ENSG00000200494	misc_RNA	Y_RNA	45.1
ENSG00000200495	snRNA	RNU6-1205P	40.57
ENSG00000200496	snoRNA	U8	47.01
ENSG00000200502	misc_RNA	Y_RNA	46.53
ENSG00000200503	snoRNA	SNORD115-5	42.68
ENSG00000200506	misc_RNA	Y_RNA	41.18
ENSG00000200508	misc_RNA	Y_RNA	41.18
ENSG00000200516	rRNA_pseudogene	RNA5SP378	56.67
ENSG00000200520	snRNA	RNU6-1214P	34.86
ENSG00000200521	misc_RNA	Y_RNA	44.55
ENSG00000200522	snRNA	RNU6-957P	37.37
ENSG00000200525	snRNA	RNU6-1209P	38.32
ENSG00000200526	misc_RNA	RNY4P14	39.58
ENSG00000200527	rRNA_pseudogene	RNA5SP457	47.58
ENSG00000200528	snRNA	RNU6-1331P	41.51
ENSG00000200530	snoRNA	SNORD35B	49.43
ENSG00000200534	snoRNA	SNORA33	40.77
ENSG00000200536	snoRNA	AL137790.1	37.9
ENSG00000200537	misc_RNA	RNY4P6	39.58
ENSG00000200538	snoRNA	U3	46.76
ENSG00000200544	misc_RNA	Y_RNA	41.38
ENSG00000200545	snoRNA	U3	44.7
ENSG00000200547	misc_RNA	Y_RNA	39.13
ENSG00000200550	snRNA	RNU6-137P	37.96
ENSG00000200552	misc_RNA	Y_RNA	42.16
ENSG00000200553	misc_RNA	Y_RNA	39.22
ENSG00000200554	snRNA	RNU6-1020P	39.25
ENSG00000200555	snRNA	RNU6-525P	39.42
ENSG00000200556	snRNA	RNU6-103P	45.79
ENSG00000200558	rRNA_pseudogene	RNA5SP429	55.96
ENSG00000200560	snRNA	RNU6-288P	41.35
ENSG00000200563	snRNA	RNU6-640P	36.19
ENSG00000200564	snoRNA	SNORD115-39	41.46
ENSG00000200566	snRNA	RNU5F-7P	34.78
ENSG00000200570	snRNA	RNU6-829P	37.5
ENSG00000200571	snRNA	RNU6-1284P	38
ENSG00000200572	misc_RNA	Y_RNA	45.13
ENSG00000200575	snRNA	RNU6-414P	42.31
ENSG00000200579	misc_RNA	Y_RNA	42.16
ENSG00000200587	rRNA_pseudogene	RNA5SP514	51.35
ENSG00000200591	misc_RNA	Y_RNA	38.24
ENSG00000200593	snoRNA	SNORD115-33	43.9
ENSG00000200594	snRNA	RNU6-824P	40.38
ENSG00000200597	snRNA	RNU1-87P	45.29
ENSG00000200600	misc_RNA	Y_RNA	42.16
ENSG00000200601	rRNA_pseudogene	RNA5SP50	42.99
ENSG00000200605	misc_RNA	Y_RNA	40.37
ENSG00000200608	snoRNA	SNORD114-11	49.33
ENSG00000200610	misc_RNA	Y_RNA	41.18
ENSG00000200612	snoRNA	SNORD114-25	47.22
ENSG00000200613	rRNA_pseudogene	RNA5SP349	53.21
ENSG00000200615	misc_RNA	Y_RNA	35.42
ENSG00000200616	misc_RNA	Y_RNA	40.91
ENSG00000200619	rRNA_pseudogene	RNA5SP447	52.1
ENSG00000200620	snoRNA	AC112497.1	47.48
ENSG00000200622	snRNA	RNU6-1059P	34.69
ENSG00000200623	snoRNA	SNORD18A	41.67
ENSG00000200624	rRNA	RNA5S6	60.5
ENSG00000200626	rRNA_pseudogene	RNA5SP325	51.54
ENSG00000200629	misc_RNA	RNY1P11	46.02
ENSG00000200630	misc_RNA	Y_RNA	45.1
ENSG00000200632	snoRNA	SNORD113-7	41.56
ENSG00000200635	misc_RNA	Y_RNA	41.18
ENSG00000200636	snoRNA	SNORD114-27	45.71
ENSG00000200637	snRNA	RNU5F-3P	42.74
ENSG00000200638	snoRNA	SNORD115-37	37.8
ENSG00000200645	snRNA	RNU6-1210P	41.12
ENSG00000200646	misc_RNA	Y_RNA	45.13
ENSG00000200648	snRNA	RNU6-226P	39.25
ENSG00000200650	rRNA_pseudogene	RNA5SP114	54.87
ENSG00000200651	misc_RNA	Y_RNA	42.86
ENSG00000200652	snoRNA	AC136611.1	44.44
ENSG00000200653	snRNA	RNU4-92P	38.97
ENSG00000200656	snoRNA	SNORA5B	53.03
ENSG00000200661	snoRNA	SNORD116-10	33.33
ENSG00000200664	misc_RNA	Y_RNA	44.14
ENSG00000200665	snRNA	RNU6-1188P	38.32
ENSG00000200670	snRNA	RNU6-912P	38.46
ENSG00000200673	misc_RNA	RN7SKP174	50.91
ENSG00000200674	misc_RNA	RN7SKP160	50.29
ENSG00000200677	snoRNA	SNORD18	40
ENSG00000200680	snoRNA	SNORD115-4	41.46
ENSG00000200681	snRNA	RNU6-263P	43.93
ENSG00000200683	snRNA	RNU6-379P	38.46
ENSG00000200685	misc_RNA	Y_RNA	38.53
ENSG00000200686	misc_RNA	RNY3P3	36.27
ENSG00000200687	rRNA_pseudogene	RNA5SP335	52.73
ENSG00000200688	misc_RNA	Y_RNA	43.4
ENSG00000200693	snoRNA	U3	45.1
ENSG00000200701	snRNA	RNU6-674P	40.19
ENSG00000200702	misc_RNA	Y_RNA	44.12
ENSG00000200703	snRNA	RNU6-873P	36.45
ENSG00000200706	snoRNA	AL033518.1	37.5
ENSG00000200708	misc_RNA	RN7SKP93	53.4
ENSG00000200709	rRNA_pseudogene	RNA5SP27	48.74
ENSG00000200711	rRNA_pseudogene	RNA5SP28	52.94
ENSG00000200713	snRNA	RNU6-682P	36.79
ENSG00000200714	misc_RNA	Y_RNA	41.11
ENSG00000200718	misc_RNA	RN7SKP103	52.19
ENSG00000200719	rRNA_pseudogene	RNA5SP260	46.85
ENSG00000200720	snRNA	RNU6-931P	38.32
ENSG00000200726	snoRNA	SNORD115-8	41.46
ENSG00000200728	snRNA	RNU6-271P	45.71
ENSG00000200731	snRNA	RNU1-124P	48.28
ENSG00000200732	snRNA	RNU6-194P	41.9
ENSG00000200733	snoRNA	AL355821.1	36.76
ENSG00000200737	misc_RNA	Y_RNA	44.25
ENSG00000200738	rRNA_pseudogene	RNA5SP472	51.26
ENSG00000200741	rRNA_pseudogene	RNA5SP161	54.78
ENSG00000200742	misc_RNA	Y_RNA	42.57
ENSG00000200745	snRNA	RNU1-31P	46.02
ENSG00000200750	misc_RNA	Y_RNA	38.74
ENSG00000200752	misc_RNA	Y_RNA	38.94
ENSG00000200753	snoRNA	AC004130.1	40.85
ENSG00000200754	misc_RNA	Y_RNA	37.96
ENSG00000200755	rRNA_pseudogene	RNA5SP68	50.42
ENSG00000200756	snRNA	RNU6-236P	33.96
ENSG00000200757	snoRNA	SNORD115-16	41.46
ENSG00000200759	snRNA	RNU6-884P	43.93
ENSG00000200761	misc_RNA	RN7SKP113	53.22
ENSG00000200763	snRNA	RNU6-961P	40
ENSG00000200764	misc_RNA	Y_RNA	44
ENSG00000200769	misc_RNA	Y_RNA	42.39
ENSG00000200774	snRNA	RNU6-478P	36.36
ENSG00000200779	snRNA	RNU6-105P	43.27
ENSG00000200783	misc_RNA	RN7SKP180	51.52
ENSG00000200785	snoRNA	SNORD8	50
ENSG00000200786	rRNA_pseudogene	RNA5SP234	47.9
ENSG00000200788	misc_RNA	Y_RNA	44.25
ENSG00000200789	snRNA	RNU1-65P	47.97
ENSG00000200790	snRNA	RNU6-631P	43.93
ENSG00000200792	snoRNA	SNORA80A	55.88
ENSG00000200794	misc_RNA	RN7SKP250	45.48
ENSG00000200795	snRNA	RNU4-1	48.23
ENSG00000200796	snRNA	RNU6-753P	36.45
ENSG00000200799	snRNA	RNU6-770P	29.52
ENSG00000200800	snRNA	RNU1-130P	45.62
ENSG00000200801	snoRNA	SNORD115-28	43.21
ENSG00000200806	rRNA_pseudogene	RNA5SP275	51.69
ENSG00000200807	snRNA	RNU1-32P	47.8
ENSG00000200812	snoRNA	SNORD115-6	41.46
ENSG00000200814	snRNA	RNU6-595P	37.38
ENSG00000200815	snRNA	RNU6-1091P	35.51
ENSG00000200816	snoRNA	SNORA38	44.7
ENSG00000200817	snRNA	RNU6-899P	38.32
ENSG00000200818	snRNA	RNU6-1204P	42.06
ENSG00000200822	misc_RNA	Y_RNA	36.94
ENSG00000200823	snoRNA	SNORD114-2	42.31
ENSG00000200827	snRNA	RNU6-324P	43.4
ENSG00000200829	misc_RNA	Y_RNA	45.54
ENSG00000200830	misc_RNA	RN7SKP134	55.76
ENSG00000200831	snoRNA	SNORD36B	37.84
ENSG00000200832	snoRNA	SNORD114-4	42.67
ENSG00000200834	misc_RNA	Y_RNA	41.58
ENSG00000200839	rRNA_pseudogene	RNA5SP48	45.24
ENSG00000200840	snRNA	RNU6-82P	39.25
ENSG00000200842	misc_RNA	Y_RNA	42.48
ENSG00000200847	misc_RNA	Y_RNA	46.08
ENSG00000200849	misc_RNA	Y_RNA	40.2
ENSG00000200852	rRNA_pseudogene	RNA5SP499	50.42
ENSG00000200855	misc_RNA	Y_RNA	44.12
ENSG00000200857	misc_RNA	Y_RNA	41.59
ENSG00000200860	misc_RNA	Y_RNA	39.45
ENSG00000200867	misc_RNA	RN7SKP36	54.49
ENSG00000200869	snRNA	RNU6-457P	40.19
ENSG00000200871	snRNA	RNU6-810P	38.32
ENSG00000200872	rRNA_pseudogene	RNA5SP456	47.37
ENSG00000200873	rRNA_pseudogene	RNA5SP399	52.14
ENSG00000200874	misc_RNA	Y_RNA	42.16
ENSG00000200875	snRNA	RNU6-340P	42.06
ENSG00000200877	snRNA	RNU6-560P	39.81
ENSG00000200879	snoRNA	SNORD14E	44.71
ENSG00000200882	snRNA	RNU6-681P	35.58
ENSG00000200883	misc_RNA	Y_RNA	35.71
ENSG00000200884	misc_RNA	Y_RNA	44.12
ENSG00000200885	snRNA	RNU1-146P	46.67
ENSG00000200887	snRNA	RNU6-598P	40
ENSG00000200888	misc_RNA	Y_RNA	43.14
ENSG00000200889	snRNA	RNU4-13P	41.13
ENSG00000200890	rRNA_pseudogene	RNA5SP99	50.88
ENSG00000200891	snoRNA	AC063965.1	44.87
ENSG00000200893	snRNA	RNU6-944P	41.12
ENSG00000200895	misc_RNA	RN7SKP245	47.19
ENSG00000200897	snoRNA	AC009774.1	45.68
ENSG00000200898	snRNA	RNU6-1243P	40.19
ENSG00000200902	snRNA	RNU6-627P	35.29
ENSG00000200903	snRNA	RNU1-42P	53.12
ENSG00000200906	snRNA	RNU6-854P	38.32
ENSG00000200913	snoRNA	SNORD46	48.08
ENSG00000200914	rRNA_pseudogene	RNA5SP435	53.7
ENSG00000200917	snRNA	RNU6-553P	37.5
ENSG00000200922	misc_RNA	Y_RNA	42.71
ENSG00000200924	snRNA	RNU6-1048P	42.99
ENSG00000200926	snRNA	RNU6-960P	39.17
ENSG00000200935	snRNA	RNU6-1090P	34.04
ENSG00000200941	snRNA	RNU6-694P	35.37
ENSG00000200942	snRNA	RNU6-501P	39
ENSG00000200949	snoRNA	SNORD115-32	41.46
ENSG00000200953	misc_RNA	Y_RNA	38.18
ENSG00000200957	snRNA	RNU6-801P	35.24
ENSG00000200959	snoRNA	SNORA74A	48.48
ENSG00000200963	snRNA	RNU6-289P	34.58
ENSG00000200966	misc_RNA	RN7SKP87	49.83
ENSG00000200969	snoRNA	AL158154.1	52.94
ENSG00000200972	snRNA	RNU5A-8P	39.47
ENSG00000200974	snRNA	RNU4-87P	35.37
ENSG00000200975	snRNA	RNU1-7P	55.49
ENSG00000200976	misc_RNA	Y_RNA	49.02
ENSG00000200982	misc_RNA	Y_RNA	46.08
ENSG00000200983	snoRNA	SNORA3A	52.31
ENSG00000200985	rRNA_pseudogene	RNA5SP493	56.04
ENSG00000200986	snRNA	RNU6-819P	42.06
ENSG00000200987	snoRNA	SNORD115-30	39.02
ENSG00000200991	snoRNA	AC012291.1	45.76
ENSG00000200997	snRNA	RNU1-85P	41.46
ENSG00000200998	misc_RNA	Y_RNA	42.48
ENSG00000200999	snoRNA	AC107390.1	42.5
ENSG00000201000	rRNA_pseudogene	RNA5SP516	48.74
ENSG00000201001	snRNA	RNU6-270P	37.14
ENSG00000201003	snoRNA	AL049745.1	47.79
ENSG00000201006	misc_RNA	Y_RNA	38.24
ENSG00000201009	snoRNA	AC009365.2	48.08
ENSG00000201010	misc_RNA	RN7SKP224	53.54
ENSG00000201012	misc_RNA	Y_RNA	36.79
ENSG00000201013	misc_RNA	Y_RNA	46.02
ENSG00000201014	rRNA_pseudogene	RNA5SP232	47.06
ENSG00000201015	snRNA	RNU6-280P	39.42
ENSG00000201016	snRNA	RNU6-374P	37.04
ENSG00000201021	snRNA	RNU6-743P	38.68
ENSG00000201023	misc_RNA	RNY3P11	42.16
ENSG00000201025	snoRNA	SNORD74B	42.47
ENSG00000201026	misc_RNA	Y_RNA	54.95
ENSG00000201027	misc_RNA	RN7SKP107	53.45
ENSG00000201028	snRNA	RNU6-151P	37.38
ENSG00000201031	misc_RNA	Y_RNA	38.18
ENSG00000201032	snRNA	RNU6-704P	39.81
ENSG00000201033	snRNA	RNU1-96P	44.44
ENSG00000201034	misc_RNA	Y_RNA	47.52
ENSG00000201035	rRNA_pseudogene	RNA5SP469	61.47
ENSG00000201036	snoRNA	AL132709.2	38.2
ENSG00000201041	rRNA_pseudogene	RNA5SP242	59.32
ENSG00000201042	snoRNA	AC087863.1	45.8
ENSG00000201044	snRNA	RNU6-268P	42.99
ENSG00000201047	misc_RNA	Y_RNA	38.24
ENSG00000201048	misc_RNA	Y_RNA	37.84
ENSG00000201050	snRNA	RNU6-668P	38.32
ENSG00000201059	rRNA_pseudogene	RNA5SP336	53.85
ENSG00000201065	snRNA	RNU6-461P	37.38
ENSG00000201066	misc_RNA	RN7SKP280	51.32
ENSG00000201070	snRNA	RNU4-84P	37.41
ENSG00000201071	misc_RNA	Y_RNA	41.07
ENSG00000201074	misc_RNA	Y_RNA	41.07
ENSG00000201075	misc_RNA	Y_RNA	36.56
ENSG00000201076	snRNA	RNU4-51P	37.14
ENSG00000201077	snRNA	RNU6-188P	38.32
ENSG00000201078	misc_RNA	RN7SKP214	58.73
ENSG00000201084	misc_RNA	Y_RNA	45.71
ENSG00000201085	snRNA	RNU6-173P	44.23
ENSG00000201086	rRNA_pseudogene	RNA5SP394	47.9
ENSG00000201088	misc_RNA	Y_RNA	39.42
ENSG00000201095	snRNA	RNU6-266P	36.45
ENSG00000201096	rRNA_pseudogene	RNA5SP387	51.89
ENSG00000201097	snRNA	RNU6-366P	38.68
ENSG00000201098	misc_RNA	RNY1	44.25
ENSG00000201102	misc_RNA	Y_RNA	44.25
ENSG00000201104	snRNA	RNU6-11P	45.79
ENSG00000201109	rRNA_pseudogene	RNA5SP245	52.07
ENSG00000201113	snRNA	RNU6-647P	40.19
ENSG00000201114	misc_RNA	Y_RNA	39.45
ENSG00000201118	misc_RNA	Y_RNA	39.58
ENSG00000201119	snRNA	RNU1-33P	45.06
ENSG00000201121	misc_RNA	RNY1P12	43.81
ENSG00000201129	snoRNA	SNORA58B	48.53
ENSG00000201133	snoRNA	AC004830.1	36.81
ENSG00000201134	misc_RNA	Y_RNA	41.18
ENSG00000201135	snRNA	RNU6-777P	38.46
ENSG00000201136	snRNA	RNU6-353P	38.89
ENSG00000201140	misc_RNA	RN7SKP128	47.52
ENSG00000201142	snRNA	RNU1-151P	66.4
ENSG00000201143	snoRNA	SNORD115-42	42.68
ENSG00000201145	rRNA_pseudogene	RNA5SP175	57.98
ENSG00000201148	rRNA_pseudogene	RNA5SP42	49.57
ENSG00000201151	snoRNA	AL135844.1	38.89
ENSG00000201153	snRNA	RNU6-371P	37.04
ENSG00000201155	snRNA	RNU1-24P	49.7
ENSG00000201157	snoRNA	SNORA62	44.16
ENSG00000201160	misc_RNA	Y_RNA	45.13
ENSG00000201161	misc_RNA	RN7SKP10	53.23
ENSG00000201162	snRNA	RNU6-454P	42.06
ENSG00000201164	snRNA	RNU4-36P	38.19
ENSG00000201165	snRNA	RNU6-1229P	38.32
ENSG00000201168	rRNA_pseudogene	RNA5SP368	51.72
ENSG00000201170	snRNA	RNU1-132P	51.83
ENSG00000201176	snRNA	RNU6-853P	39.25
ENSG00000201178	misc_RNA	Y_RNA	42.34
ENSG00000201179	snRNA	RNU6-1322P	38.32
ENSG00000201180	snRNA	RNU6-115P	38.32
ENSG00000201182	snRNA	RNU6-670P	41.35
ENSG00000201183	snRNA	RNVU1-3	44.1
ENSG00000201184	snRNA	RNU4-68P	40.43
ENSG00000201185	rRNA_pseudogene	RNA5SP202	60.5
ENSG00000201186	snRNA	RNU4-33P	35.29
ENSG00000201196	misc_RNA	Y_RNA	38.14
ENSG00000201198	snRNA	RNU6-879P	37.96
ENSG00000201201	misc_RNA	RN7SKP118	50.91
ENSG00000201207	misc_RNA	Y_RNA	42.98
ENSG00000201208	misc_RNA	Y_RNA	42.27
ENSG00000201209	snoRNA	SNORD42	30.88
ENSG00000201210	rRNA_pseudogene	RNA5SP139	48.72
ENSG00000201216	misc_RNA	Y_RNA	40.82
ENSG00000201217	misc_RNA	Y_RNA	41.59
ENSG00000201218	misc_RNA	Y_RNA	43.12
ENSG00000201221	snRNA	RNU4-40P	37.06
ENSG00000201223	snRNA	RNU6-1305P	46.15
ENSG00000201228	misc_RNA	Y_RNA	44.12
ENSG00000201229	snoRNA	SNORA63D	43.18
ENSG00000201231	snRNA	RNU4-50P	41.13
ENSG00000201239	misc_RNA	Y_RNA	42.71
ENSG00000201240	snoRNA	SNORD114-9	47.22
ENSG00000201241	snRNA	RNU6-978P	38.83
ENSG00000201242	misc_RNA	RNY1P1	40.18
ENSG00000201243	snRNA	RNU6-654P	38.32
ENSG00000201245	snoRNA	AL137139.1	35.43
ENSG00000201247	snoRNA	SNORD114-13	45.95
ENSG00000201253	snRNA	RNU4-10P	39.29
ENSG00000201255	snRNA	RNU6-990P	43.27
ENSG00000201260	snRNA	RNU6-1075P	38.32
ENSG00000201263	snoRNA	SNORD114-6	40.28
ENSG00000201264	snoRNA	SNORD73B	27.78
ENSG00000201270	snRNA	RNU6-755P	38.83
ENSG00000201271	snRNA	RNU1-112P	49.39
ENSG00000201273	snRNA	RNU6-776P	43.27
ENSG00000201274	rRNA_pseudogene	RNA5SP192	45
ENSG00000201277	misc_RNA	Y_RNA	43.56
ENSG00000201279	misc_RNA	Y_RNA	41.24
ENSG00000201282	misc_RNA	Y_RNA	41.18
ENSG00000201285	rRNA	RNA5SP524	49.14
ENSG00000201287	misc_RNA	RN7SKP171	51.49
ENSG00000201288	snRNA	RNU6-1047P	36.45
ENSG00000201289	misc_RNA	RN7SKP76	55.11
ENSG00000201291	snRNA	RNU1-34P	47.77
ENSG00000201292	snRNA	RNU6-153P	32.69
ENSG00000201294	snRNA	RNU6-1019P	43.93
ENSG00000201296	snRNA	RNU4-41P	43.36
ENSG00000201297	misc_RNA	Y_RNA	44.14
ENSG00000201298	snRNA	RNU6-1164P	39.25
ENSG00000201300	snoRNA	SNORD115-27	40.24
ENSG00000201301	rRNA_pseudogene	RNA5SP130	52.63
ENSG00000201302	snoRNA	SNORA65	54.62
ENSG00000201308	snRNA	RNU6-512P	37.86
ENSG00000201309	misc_RNA	Y_RNA	44.12
ENSG00000201311	misc_RNA	Y_RNA	43.14
ENSG00000201312	rRNA_pseudogene	RNA5SP72	50.43
ENSG00000201314	misc_RNA	Y_RNA	40.71
ENSG00000201315	misc_RNA	RN7SKP227	49.09
ENSG00000201316	snoRNA	AC090919.1	48.97
ENSG00000201317	snRNA	RNU4-59P	37.07
ENSG00000201318	snoRNA	SNORD114-30	45.83
ENSG00000201321	rRNA	RNA5S9	61.34
ENSG00000201324	snRNA	RNU6-361P	35.51
ENSG00000201325	rRNA_pseudogene	RNA5SP142	51.64
ENSG00000201326	snoRNA	SNORD115-22	41.46
ENSG00000201329	snoRNA	U3	44.39
ENSG00000201330	snoRNA	SNORD32B	50
ENSG00000201331	snoRNA	SNORD115-23	42.68
ENSG00000201339	misc_RNA	Y_RNA	36.84
