sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
CLPX_m65477457,CLPX,1038,379,988,1630
CLPX_m65477465,CLPX,1092,715,1416,1518
CLPX_m65477480,CLPX,336,284,1142,901
CLPX_p65472432,CLPX,251,191,378,325
CLPX_p65472442,CLPX,284,234,615,618
CLPX_p65477401,CLPX,41,19,152,0
CLPX_p65477416,CLPX,373,389,968,930
CLPX_p65477427,CLPX,2141,1090,2970,1220
CLSPN_m36230820,CLSPN,253,360,748,1304
CLSPN_m36230838,CLSPN,519,409,2187,1273
CLSPN_m36230862,CLSPN,461,383,766,1204
CLSPN_m36235449,CLSPN,433,528,1003,1176
CLSPN_m36235457,CLSPN,714,721,1996,1137
CLSPN_p36230296,CLSPN,553,372,1153,1346
CLSPN_p36230810,CLSPN,174,471,1274,1049
CLSPN_p36230850,CLSPN,191,138,590,1028
CLSPN_p36230883,CLSPN,252,396,1581,2011
CLSPN_p36230899,CLSPN,565,497,895,1448
CLSTN1_m9815357,CLSTN1,299,230,610,1506
CLSTN1_m9833331,CLSTN1,326,119,324,471
CLSTN1_m9833415,CLSTN1,29,169,351,476
CLSTN1_m9833431,CLSTN1,817,581,1644,2540
CLSTN1_m9883726,CLSTN1,581,302,507,1120
CLSTN1_p9833322,CLSTN1,311,252,1452,1590
CLSTN1_p9833349,CLSTN1,552,481,1208,1466
CLSTN1_p9833395,CLSTN1,627,305,649,576
CLSTN1_p9833402,CLSTN1,509,327,2030,1700
CLSTN1_p9883730,CLSTN1,527,399,370,211
CLTCL1_m19263256,CLTCL1,322,247,675,1064
CLTCL1_m19263264,CLTCL1,106,140,766,501
CLTCL1_m19263301,CLTCL1,125,741,1389,1554
CLTCL1_m19263321,CLTCL1,501,335,1025,988
CLTCL1_m19279124,CLTCL1,56,39,276,276
CLTCL1_m19279136,CLTCL1,324,389,573,979
CLTCL1_p19263281,CLTCL1,780,579,1528,1569
CLTCL1_p19263309,CLTCL1,551,462,1357,2356
CLTCL1_p19279126,CLTCL1,215,118,2993,259
CLTCL1_p19279143,CLTCL1,969,609,1961,1704
CLTC_m57697493,CLTC,656,329,580,448
CLTC_m57721641,CLTC,534,304,849,1485
CLTC_m57721647,CLTC,141,656,551,224
CLTC_m57721659,CLTC,1511,832,1908,795
CLTC_m57721682,CLTC,376,398,640,192
CLTC_m57721739,CLTC,663,641,991,324
CLTC_m57721767,CLTC,274,250,792,708
CLTC_m57721777,CLTC,189,285,997,750
CLTC_p57721668,CLTC,415,589,575,189
CLTC_p57721722,CLTC,351,463,611,235
CLUAP1_m3565526,CLUAP1,599,817,1576,1125
CLUAP1_m3565532,CLUAP1,104,153,390,730
CLUAP1_m3565537,CLUAP1,29,239,388,987
CLUAP1_m3569928,CLUAP1,370,376,897,1448
CLUAP1_m3569945,CLUAP1,138,44,101,311
CLUAP1_p3569919,CLUAP1,392,218,1041,1392
CLUAP1_p3569984,CLUAP1,186,134,520,497
CLUAP1_p3570014,CLUAP1,342,393,913,1190
CLUAP1_p3573169,CLUAP1,456,491,289,1388
CLUAP1_p3573202,CLUAP1,1738,933,3265,3402
CLU_m27466570,CLU,359,1066,1481,1582
CLU_m27466590,CLU,507,809,2370,2366
CLU_m27467993,CLU,373,291,963,183
CLU_m27468026,CLU,668,736,2011,2141
CLU_m27468033,CLU,783,846,2281,1402
CLU_m27468062,CLU,1082,746,1527,2967
CLU_p27466448,CLU,4,132,551,496
CLU_p27466459,CLU,90,27,135,50
CLU_p27466574,CLU,728,637,2129,2121
CLU_p27467997,CLU,686,404,2015,1493
CMAS_m22199262,CMAS,639,369,646,727
CMAS_m22199305,CMAS,301,344,533,604
CMAS_m22199312,CMAS,353,192,636,524
CMAS_m22199341,CMAS,545,223,1263,1004
CMAS_m22199365,CMAS,534,353,1649,1238
CMAS_m22199371,CMAS,351,296,1283,1804
CMAS_p22199224,CMAS,728,525,2185,1502
CMAS_p22199233,CMAS,679,755,1263,1527
CMAS_p22199315,CMAS,319,264,380,1025
CMAS_p22199320,CMAS,486,381,1308,1718
CMIP_m81641202,CMIP,814,610,1118,1297
CMIP_m81641249,CMIP,568,420,616,330
CMIP_m81654487,CMIP,1039,675,1217,1700
CMIP_m81654497,CMIP,895,462,932,913
CMIP_m81654506,CMIP,876,595,1333,704
CMIP_p81641164,CMIP,156,225,697,461
CMIP_p81641214,CMIP,1251,732,1613,2049
CMIP_p81641255,CMIP,241,240,972,866
CMIP_p81654509,CMIP,135,158,331,192
CMIP_p81685832,CMIP,418,284,984,645
CMPK1_m47799628,CMPK1,205,294,1590,1915
CMPK1_m47799634,CMPK1,335,309,579,668
CMPK1_m47799661,CMPK1,25,137,580,536
CMPK1_m47799681,CMPK1,213,286,1059,1170
CMPK1_m47799697,CMPK1,367,269,737,1034
CMPK1_m47799722,CMPK1,421,679,463,32
CMPK1_m47799768,CMPK1,353,150,724,540
CMPK1_p47799617,CMPK1,443,407,1057,785
CMPK1_p47799663,CMPK1,1058,586,1133,1671
CMPK1_p47799703,CMPK1,651,760,889,1258
CMPK2_m7005703,CMPK2,574,401,1008,1010
CMPK2_m7005789,CMPK2,0,79,291,601
CMPK2_m7005801,CMPK2,23,4,695,1323
CMPK2_p7005600,CMPK2,831,587,1846,2183
CMPK2_p7005682,CMPK2,717,399,636,1559
CMPK2_p7005693,CMPK2,905,484,960,1782
CMPK2_p7005712,CMPK2,288,144,946,943
CMPK2_p7005717,CMPK2,1065,937,2553,3150
CMPK2_p7005728,CMPK2,205,295,633,417
CMPK2_p7005806,CMPK2,567,246,1379,1038
CMTM2_m66613538,CMTM2,90,84,357,470
CMTM2_m66613543,CMTM2,337,203,920,306
CMTM2_m66613549,CMTM2,555,427,613,293
CMTM2_m66613577,CMTM2,203,127,333,269
CMTM2_p66613500,CMTM2,752,590,1914,2696
CMTM2_p66613509,CMTM2,1053,887,1469,1941
CMTM2_p66613579,CMTM2,82,157,184,681
CMTM2_p66613584,CMTM2,579,460,2012,2210
CMTM2_p66613593,CMTM2,819,736,1914,1407
CMTM2_p66613626,CMTM2,817,502,2435,2300
CMTM8_m32280476,CMTM8,295,185,596,418
CMTM8_m32280486,CMTM8,770,664,1120,1707
CMTM8_m32280504,CMTM8,569,509,1085,1682
CMTM8_m32280510,CMTM8,541,586,1107,2299
CMTM8_m32280519,CMTM8,250,223,445,535
CMTM8_m32280540,CMTM8,524,540,1435,1798
CMTM8_m32280558,CMTM8,843,353,1089,816
CMTM8_m32280565,CMTM8,346,355,790,739
CMTM8_m32280574,CMTM8,279,134,276,746
CMTM8_p32280543,CMTM8,968,684,1955,2207
CNBP_m128890505,CNBP,507,381,291,588
CNBP_m128890520,CNBP,197,529,449,1438
CNBP_m128890526,CNBP,633,351,1126,2319
CNBP_m128890532,CNBP,494,412,1274,910
CNBP_m128890538,CNBP,236,160,316,243
CNBP_m128890551,CNBP,126,23,66,161
CNBP_m128890557,CNBP,346,802,1990,1502
CNBP_m128890565,CNBP,536,610,1642,2339
CNBP_m128890574,CNBP,331,538,1084,1339
CNBP_p128890579,CNBP,379,314,442,489
CNEP1R1_m50059565,CNEP1R1,259,573,1155,1012
CNEP1R1_m50059579,CNEP1R1,62,58,201,459
CNEP1R1_m50059587,CNEP1R1,172,35,192,113
CNEP1R1_m50059600,CNEP1R1,390,321,772,1543
CNEP1R1_p50059216,CNEP1R1,430,302,1105,790
CNEP1R1_p50059222,CNEP1R1,156,156,92,584
CNEP1R1_p50059229,CNEP1R1,426,327,635,363
CNEP1R1_p50059568,CNEP1R1,106,461,707,419
CNEP1R1_p50059590,CNEP1R1,393,195,1026,1231
CNEP1R1_p50060292,CNEP1R1,41,311,377,452
CNOT2_m70704763,CNOT2,726,369,1249,513
CNOT2_m70713092,CNOT2,421,112,351,411
CNOT2_m70723245,CNOT2,535,119,1768,845
CNOT2_p70671992,CNOT2,697,591,1442,2060
CNOT2_p70672000,CNOT2,964,860,3289,1805
CNOT2_p70704671,CNOT2,1335,1089,1694,4258
CNOT2_p70704697,CNOT2,249,183,614,639
CNOT2_p70713080,CNOT2,281,520,1542,1159
CNOT2_p70713098,CNOT2,525,254,1532,867
CNOT2_p70723202,CNOT2,116,306,1468,511
CNOT3_m54646853,CNOT3,213,139,612,757
CNOT3_m54646887,CNOT3,160,163,598,141
CNOT3_m54647182,CNOT3,892,642,1920,668
CNOT3_p54646717,CNOT3,442,506,1487,481
CNOT3_p54646858,CNOT3,325,307,1303,826
CNOT3_p54646867,CNOT3,441,481,1716,1560
CNOT3_p54646873,CNOT3,896,591,2085,984
CNOT3_p54646893,CNOT3,568,428,991,2951
CNOT3_p54646900,CNOT3,945,503,1914,1694
CNOT3_p54647212,CNOT3,323,428,891,248
CNOT4_m135123027,CNOT4,706,611,766,1150
CNOT4_m135123045,CNOT4,737,677,893,1358
CNOT4_m135123057,CNOT4,612,500,755,513
CNOT4_p135107073,CNOT4,301,336,334,849
CNOT4_p135107079,CNOT4,117,80,64,298
CNOT4_p135122897,CNOT4,647,601,1623,1494
CNOT4_p135122962,CNOT4,470,263,361,148
CNOT4_p135122969,CNOT4,480,673,1658,1261
CNOT4_p135122998,CNOT4,52,81,91,240
CNOT4_p135123014,CNOT4,745,879,1021,1928
CNOT6L_m78695696,CNOT6L,564,594,1498,1470
CNOT6L_m78695704,CNOT6L,280,231,818,867
CNOT6L_m78695747,CNOT6L,373,211,622,1246
CNOT6L_m78695756,CNOT6L,472,209,698,1285
CNOT6L_p78695712,CNOT6L,51,41,205,51
CNOT6L_p78695726,CNOT6L,536,468,1372,1434
CNOT6L_p78695758,CNOT6L,1165,672,1418,1624
CNOT6L_p78695774,CNOT6L,857,560,1545,1477
CNOT6L_p78695789,CNOT6L,487,390,1079,1556
CNOT6L_p78695834,CNOT6L,881,572,1522,1784
CNOT6_m179956302,CNOT6,452,155,935,746
CNOT6_m179956308,CNOT6,79,171,335,1
CNOT6_m179956364,CNOT6,497,410,1689,486
CNOT6_m179976976,CNOT6,378,204,238,1045
CNOT6_m179977005,CNOT6,384,237,1069,819
CNOT6_p179956317,CNOT6,376,369,1058,850
CNOT6_p179956330,CNOT6,485,427,1308,1425
CNOT6_p179956346,CNOT6,739,423,1460,901
CNOT6_p179956366,CNOT6,327,309,1024,2458
CNOT6_p179976939,CNOT6,739,802,2512,2597
CNOT7_m17090007,CNOT7,287,498,1220,1470
CNOT7_m17090030,CNOT7,651,316,1630,1416
CNOT7_m17094722,CNOT7,513,525,1134,1605
CNOT7_m17094760,CNOT7,35,76,49,268
CNOT7_m17094865,CNOT7,608,800,2986,1499
CNOT7_m17100659,CNOT7,842,616,946,1399
CNOT7_m17100680,CNOT7,327,490,1037,1418
CNOT7_p17092316,CNOT7,1212,864,2657,2009
CNOT7_p17094844,CNOT7,932,753,2001,1669
CNOT7_p17102635,CNOT7,401,463,868,1046
CNOT8_m154242844,CNOT8,430,469,1106,1472
CNOT8_m154242921,CNOT8,266,422,1084,785
CNOT8_m154244766,CNOT8,668,902,1982,3142
CNOT8_m154244784,CNOT8,609,315,1414,1332
CNOT8_m154244806,CNOT8,520,267,1177,1095
CNOT8_p154242834,CNOT8,1534,1136,3120,3535
CNOT8_p154242846,CNOT8,12,32,137,462
CNOT8_p154242863,CNOT8,1182,775,2075,2036
CNOT8_p154242933,CNOT8,280,314,795,916
CNOT8_p154244745,CNOT8,0,37,100,375
CNTRL_m123850638,CNTRL,684,558,936,1052
CNTRL_m123850652,CNTRL,1133,1029,3262,3684
CNTRL_m123850670,CNTRL,182,332,792,1031
CNTRL_m123850675,CNTRL,923,735,1828,1852
CNTRL_m123850689,CNTRL,551,377,1493,1275
CNTRL_m123850715,CNTRL,811,302,868,385
CNTRL_p123850592,CNTRL,162,231,216,449
CNTRL_p123850680,CNTRL,513,554,1536,2446
CNTRL_p123850700,CNTRL,409,249,983,1006
CNTRL_p123850799,CNTRL,195,223,653,955
CNTROB_m7836471,CNTROB,806,609,2151,1485
CNTROB_m7836483,CNTROB,850,606,1944,1079
CNTROB_m7836503,CNTROB,1101,655,1034,1242
CNTROB_m7836528,CNTROB,360,435,529,785
CNTROB_m7836548,CNTROB,433,203,1217,1049
CNTROB_m7836554,CNTROB,785,520,749,552
CNTROB_m7836560,CNTROB,490,241,438,1160
CNTROB_m7836585,CNTROB,252,248,965,754
CNTROB_p7836512,CNTROB,405,195,529,978
CNTROB_p7836519,CNTROB,744,478,1842,1191
COASY_m40714647,COASY,359,172,342,81
COASY_m40714654,COASY,549,534,554,115
COASY_m40714666,COASY,1105,694,1391,1966
COASY_m40714699,COASY,847,880,1641,637
COASY_m40714705,COASY,582,387,1969,1707
COASY_m40714710,COASY,1328,1074,2673,875
COASY_m40714722,COASY,433,241,519,400
COASY_m40714732,COASY,270,277,924,119
COASY_p40714636,COASY,644,479,1593,173
COASY_p40714747,COASY,674,422,1227,334
COG3_m46039258,COG3,959,487,961,399
COG3_p46039182,COG3,0,39,35,55
COG3_p46039188,COG3,295,197,469,260
COG3_p46039196,COG3,535,330,883,826
COG3_p46039236,COG3,372,399,278,195
COG3_p46039245,COG3,407,587,843,945
COG3_p46039262,COG3,75,299,701,1072
COG3_p46039269,COG3,579,379,401,526
COG3_p46039275,COG3,643,553,1851,2052
COG3_p46039281,COG3,643,574,632,1126
COG5_m107204303,COG5,320,473,2148,966
COG5_m107204309,COG5,422,228,672,1472
COG5_m107204355,COG5,588,672,1754,1518
COG5_m107204386,COG5,413,503,1111,1324
COG5_m107204423,COG5,425,557,591,1000
COG5_p107204323,COG5,173,403,376,43
COG5_p107204333,COG5,366,204,959,781
COG5_p107204358,COG5,736,562,685,1759
COG5_p107204369,COG5,542,633,1036,1789
COG5_p107204388,COG5,992,888,1330,1797
COIL_m55038221,COIL,107,140,430,1323
COIL_m55038234,COIL,119,57,453,201
COIL_m55038295,COIL,0,149,302,715
COIL_m55038359,COIL,1047,672,1403,1436
COIL_m55038364,COIL,492,372,1261,994
COIL_p55038223,COIL,373,450,926,2068
COIL_p55038253,COIL,137,500,900,659
COIL_p55038284,COIL,385,189,464,877
COIL_p55038297,COIL,1097,580,1967,1862
COIL_p55038347,COIL,567,634,1359,1933
COL4A3BP_m74801923,COL4A3BP,1208,700,2465,1542
COL4A3BP_m74806951,COL4A3BP,289,105,238,226
COL4A3BP_m74806962,COL4A3BP,995,506,906,870
COL4A3BP_m74806972,COL4A3BP,479,358,498,941
COL4A3BP_m74806980,COL4A3BP,146,408,853,554
COL4A3BP_m74806992,COL4A3BP,678,613,1260,1013
COL4A3BP_m74806998,COL4A3BP,523,508,1929,1498
COL4A3BP_m74807003,COL4A3BP,1434,1838,3799,3764
COL4A3BP_m74807014,COL4A3BP,755,383,1071,1390
COL4A3BP_p74806964,COL4A3BP,508,421,1110,1159
COMMD1_m62132847,COMMD1,651,457,1110,969
COMMD1_m62132875,COMMD1,115,241,299,720
COMMD1_m62132897,COMMD1,410,226,446,930
COMMD1_m62132926,COMMD1,967,775,1984,1693
COMMD1_p62132800,COMMD1,594,598,917,1823
COMMD1_p62132812,COMMD1,514,433,625,1301
COMMD1_p62132854,COMMD1,560,388,1045,1158
COMMD1_p62132867,COMMD1,249,276,402,583
COMMD1_p62132917,COMMD1,202,157,844,556
COMMD1_p62132929,COMMD1,87,156,481,504
COMMD5_m146076478,COMMD5,717,701,2130,1384
COMMD5_m146076488,COMMD5,644,685,1529,525
COMMD5_m146076510,COMMD5,105,94,439,351
COMMD5_m146076545,COMMD5,1832,633,1541,1169
COMMD5_m146076603,COMMD5,145,155,369,366
COMMD5_m146076612,COMMD5,809,414,1784,730
COMMD5_p146076575,COMMD5,1093,606,2713,4405
COMMD5_p146076661,COMMD5,836,415,1178,609
COMMD5_p146076671,COMMD5,815,507,1317,695
COMMD5_p146076676,COMMD5,1286,1159,3974,2220
COMMD6_m76104251,COMMD6,584,330,2092,1283
COMMD6_m76111798,COMMD6,258,338,1318,503
COMMD6_p76104238,COMMD6,168,224,228,240
COMMD6_p76104261,COMMD6,440,507,1038,1805
COMMD6_p76104272,COMMD6,361,302,1153,1816
COMMD6_p76104313,COMMD6,1625,1592,2770,6964
COMMD6_p76111784,COMMD6,182,73,53,180
COMMD6_p76111897,COMMD6,454,530,880,1192
COMMD6_p76111908,COMMD6,338,390,722,880
COMMD6_p76111920,COMMD6,304,242,799,559
COPG1_m128969536,COPG1,601,459,683,79
COPG1_m128969541,COPG1,744,360,1005,1316
COPG1_m128969552,COPG1,436,290,613,362
COPG1_m128971127,COPG1,121,42,141,115
COPG1_m128971147,COPG1,941,553,2920,2206
COPG1_p128968554,COPG1,610,417,738,1220
COPG1_p128968560,COPG1,1122,780,1366,579
COPG1_p128969543,COPG1,1323,739,1511,294
COPG1_p128969555,COPG1,790,850,899,204
COPG1_p128971136,COPG1,208,208,319,764
COPRS_m30179971,COPRS,344,330,957,1356
COPRS_m30179982,COPRS,464,702,714,1141
COPRS_m30180010,COPRS,994,875,1385,2070
COPRS_m30183819,COPRS,853,943,1614,2035
COPRS_m30183853,COPRS,684,695,1628,2784
COPRS_m30186200,COPRS,29,287,216,721
COPRS_m30186208,COPRS,434,190,140,443
COPRS_p30179974,COPRS,200,428,776,1249
COPRS_p30180025,COPRS,1007,853,1272,1544
COPRS_p30183841,COPRS,94,125,480,789
COPS2_m49431726,COPS2,187,215,694,765
COPS2_m49431799,COPS2,655,301,1495,1154
COPS2_m49436425,COPS2,432,335,786,595
COPS2_m49437241,COPS2,292,225,329,371
COPS2_m49447723,COPS2,1092,544,970,1357
COPS2_m49447735,COPS2,770,432,531,373
COPS2_m49447762,COPS2,1001,915,834,264
COPS2_p49431784,COPS2,228,212,574,195
COPS2_p49431818,COPS2,443,459,1245,1497
COPS2_p49437230,COPS2,255,501,894,2184
COPS3_m17174085,COPS3,1027,499,1029,575
COPS3_m17174116,COPS3,213,401,821,1133
COPS3_m17174240,COPS3,505,578,1293,2056
COPS3_m17174269,COPS3,568,413,1468,3163
COPS3_m17179366,COPS3,868,568,937,1265
COPS3_m17179409,COPS3,332,394,562,666
COPS3_m17179440,COPS3,332,438,121,236
COPS3_p17174271,COPS3,1128,991,3164,3398
COPS3_p17174279,COPS3,179,217,195,302
COPS3_p17179392,COPS3,231,342,274,301
COPS4_m83956390,COPS4,85,148,130,0
COPS4_m83966804,COPS4,361,199,1009,597
COPS4_m83970386,COPS4,60,54,451,46
COPS4_m83970395,COPS4,907,667,2059,2931
COPS4_p83956376,COPS4,510,444,1576,1528
COPS4_p83956382,COPS4,692,908,1107,463
COPS4_p83956404,COPS4,666,272,1084,273
COPS4_p83956421,COPS4,930,291,1018,507
COPS4_p83966772,COPS4,712,434,549,1195
COPS4_p83970330,COPS4,74,197,532,1
COPS5_m67974092,COPS5,433,317,1110,716
COPS5_m67974099,COPS5,237,171,253,298
COPS5_m67974110,COPS5,1039,373,703,271
COPS5_m67974173,COPS5,952,567,286,111
COPS5_m67974209,COPS5,392,468,402,399
COPS5_m67974214,COPS5,681,351,1013,1139
COPS5_m67974219,COPS5,642,654,1336,1368
COPS5_p67974078,COPS5,222,238,505,311
COPS5_p67974162,COPS5,298,406,934,685
COPS5_p67974198,COPS5,708,1060,1779,2431
COPS6_m99686920,COPS6,110,279,540,459
COPS6_m99686933,COPS6,333,465,138,77
COPS6_m99686972,COPS6,711,636,35,32
COPS6_p99686628,COPS6,1063,427,1431,846
COPS6_p99686634,COPS6,409,512,826,780
COPS6_p99686646,COPS6,1367,852,1343,2171
COPS6_p99686651,COPS6,1316,677,580,544
COPS6_p99686657,COPS6,605,415,472,366
COPS6_p99686667,COPS6,1043,1320,2826,1714
COPS6_p99686923,COPS6,837,952,490,170
COPS7A_m6833857,COPS7A,611,681,1572,500
COPS7A_m6833907,COPS7A,325,354,1125,1456
COPS7A_m6833935,COPS7A,1847,892,2240,1982
COPS7A_p6833809,COPS7A,697,335,1596,1887
COPS7A_p6833818,COPS7A,956,989,2220,2234
COPS7A_p6833825,COPS7A,484,347,1697,1394
COPS7A_p6833836,COPS7A,613,249,219,446
COPS7A_p6833863,COPS7A,446,338,1174,1248
COPS7A_p6833869,COPS7A,1192,744,1900,2627
COPS7A_p6833899,COPS7A,350,542,823,559
COPS7B_m232653302,COPS7B,792,543,1129,2557
COPS7B_m232653338,COPS7B,589,682,1894,1812
COPS7B_m232653347,COPS7B,727,753,2240,1772
COPS7B_m232653359,COPS7B,346,522,1296,535
COPS7B_p232653265,COPS7B,1185,679,2048,2292
COPS7B_p232653294,COPS7B,379,68,206,634
COPS7B_p232653328,COPS7B,141,246,645,423
COPS7B_p232653366,COPS7B,155,281,1012,666
COPS7B_p232653373,COPS7B,292,177,320,1098
COPS7B_p232653388,COPS7B,485,486,1603,1549
COPS8_m237998596,COPS8,511,481,630,390
COPS8_p237998498,COPS8,126,208,536,646
COPS8_p237998529,COPS8,36,0,78,32
COPS8_p237998577,COPS8,1725,614,1347,313
COPS8_p237998587,COPS8,461,615,1066,877
COPS8_p237998615,COPS8,1080,509,1148,969
COPS8_p238002720,COPS8,315,406,884,937
COPS8_p238002808,COPS8,369,356,1342,914
COPS8_p238004461,COPS8,296,180,1279,655
COPS8_p238004505,COPS8,31,22,76,154
COQ7_m19083337,COQ7,823,294,1268,620
COQ7_p19083291,COQ7,521,983,1740,2393
COQ7_p19083301,COQ7,763,511,2006,2295
COQ7_p19083315,COQ7,299,232,578,651
COQ7_p19083329,COQ7,248,105,451,411
COQ7_p19083359,COQ7,265,232,406,327
COQ7_p19083367,COQ7,204,278,395,1792
COQ7_p19083376,COQ7,556,368,1065,1534
COQ7_p19083381,COQ7,390,238,948,517
COQ7_p19083392,COQ7,1223,1608,3569,2967
CORO1A_m30196538,CORO1A,817,679,1950,2479
CORO1A_m30196550,CORO1A,1512,665,2264,2096
CORO1A_m30196555,CORO1A,501,642,2069,2187
CORO1A_m30196565,CORO1A,201,253,405,939
CORO1A_m30196584,CORO1A,984,643,1654,1705
CORO1A_m30196594,CORO1A,259,317,1148,1297
CORO1A_m30196633,CORO1A,311,531,1247,1192
CORO1A_p30196568,CORO1A,186,180,505,331
CORO1A_p30196612,CORO1A,342,394,1207,1071
CORO1A_p30196620,CORO1A,315,218,683,577
CORO2A_m100919878,CORO2A,232,279,606,1468
CORO2A_m100919936,CORO2A,340,51,235,568
CORO2A_p100919824,CORO2A,488,754,1479,1745
CORO2A_p100919832,CORO2A,893,1032,3068,3543
CORO2A_p100919837,CORO2A,1188,707,2490,3737
CORO2A_p100919861,CORO2A,1245,466,1379,1568
CORO2A_p100919884,CORO2A,328,264,1348,1780
CORO2A_p100919891,CORO2A,951,271,719,850
CORO2A_p100919899,CORO2A,29,172,606,785
CORO2A_p100919905,CORO2A,379,251,470,802
COTL1_m84651108,COTL1,217,113,697,816
COTL1_m84651445,COTL1,0,195,312,981
COTL1_m84651456,COTL1,483,250,1276,1074
COTL1_m84651461,COTL1,344,409,1006,1428
COTL1_m84651486,COTL1,423,373,1056,1315
COTL1_m84651498,COTL1,608,478,1401,1514
COTL1_p84651097,COTL1,152,210,584,582
COTL1_p84651131,COTL1,255,270,497,577
COTL1_p84651468,COTL1,1107,766,2040,1663
COTL1_p84651490,COTL1,545,338,821,1040
COX4I1_m85834824,COX4I1,195,143,286,100
COX4I1_m85834860,COX4I1,361,582,877,988
COX4I1_m85838577,COX4I1,458,282,618,1119
COX4I1_m85838604,COX4I1,359,244,564,401
COX4I1_m85838610,COX4I1,226,176,248,352
COX4I1_p85834803,COX4I1,472,299,661,1152
COX4I1_p85834862,COX4I1,584,258,889,723
COX4I1_p85838569,COX4I1,258,105,528,752
COX4I1_p85838627,COX4I1,207,276,478,470
COX4I1_p85838636,COX4I1,1147,663,1703,4527
CPE_m166300544,CPE,518,512,1333,1966
CPE_p166300358,CPE,701,659,2524,1921
CPE_p166300364,CPE,373,305,746,1451
CPE_p166300391,CPE,698,642,1061,1736
CPE_p166300413,CPE,203,104,181,109
CPE_p166300420,CPE,371,311,862,1374
CPE_p166300435,CPE,241,203,1063,533
CPE_p166300442,CPE,405,344,602,1259
CPE_p166300489,CPE,127,82,297,225
CPE_p166300551,CPE,701,643,2464,2169
CPM_m69326473,CPM,621,248,1073,1154
CPM_m69326535,CPM,1141,640,2392,2814
CPM_m69326540,CPM,51,42,487,832
CPM_m69326577,CPM,503,130,694,1236
CPM_m69326594,CPM,816,565,1684,2529
CPM_m69326599,CPM,0,48,0,89
CPM_p69326526,CPM,31,113,90,49
CPM_p69326558,CPM,242,232,352,795
CPM_p69326580,CPM,537,475,904,799
CPM_p69326586,CPM,469,392,935,987
CPNE1_m34220602,CPNE1,449,533,1445,906
CPNE1_m34220612,CPNE1,113,72,647,502
CPNE1_m34220780,CPNE1,843,633,1711,1186
CPNE1_m34220787,CPNE1,1346,679,1053,3113
CPNE1_m34220826,CPNE1,374,654,2567,1536
CPNE1_p34220590,CPNE1,135,139,786,204
CPNE1_p34220752,CPNE1,375,550,920,864
CPNE1_p34220791,CPNE1,647,510,1106,1444
CPNE1_p34220806,CPNE1,701,869,1384,1779
CPNE1_p34220817,CPNE1,937,1003,2427,2902
CPS1_m211460301,CPS1,164,26,385,135
CPS1_m211464127,CPS1,1161,651,2957,2650
CPS1_m211464145,CPS1,205,120,510,427
CPS1_m211464150,CPS1,575,488,1356,1878
CPS1_m211464202,CPS1,359,495,2788,1506
CPS1_p211464133,CPS1,856,465,952,2151
CPS1_p211464205,CPS1,481,475,1528,1044
CPS1_p211464221,CPS1,487,128,889,519
CPS1_p211464232,CPS1,405,652,974,1138
CPS1_p211464238,CPS1,286,342,410,777
CPSF1_m145634443,CPSF1,423,554,1087,1007
CPSF1_m145634448,CPSF1,949,712,532,0
CPSF1_m145634454,CPSF1,427,145,30,189
CPSF1_m145634502,CPSF1,38,276,333,582
CPSF1_m145634507,CPSF1,481,647,910,397
CPSF1_m145634523,CPSF1,848,473,716,1214
CPSF1_p145634470,CPSF1,672,521,408,298
CPSF1_p145634485,CPSF1,354,279,257,26
CPSF1_p145634492,CPSF1,225,128,60,31
CPSF1_p145634512,CPSF1,500,481,460,1084
CPSF2_m92597383,CPSF2,806,621,2179,675
CPSF2_m92597470,CPSF2,519,443,453,1513
CPSF2_m92600366,CPSF2,1177,919,2528,2578
CPSF2_m92600400,CPSF2,1080,697,464,80
CPSF2_m92600405,CPSF2,1085,1157,1278,646
CPSF2_m92600417,CPSF2,283,618,863,570
CPSF2_p92597340,CPSF2,277,243,530,863
CPSF2_p92597452,CPSF2,10,1,41,1
CPSF2_p92600388,CPSF2,369,302,371,46
CPSF2_p92600409,CPSF2,680,424,1325,703
CPSF3L_m1250901,CPSF3L,343,142,598,385
CPSF3L_m1250910,CPSF3L,327,458,1071,536
CPSF3L_m1250951,CPSF3L,828,940,2012,2018
CPSF3L_m1250963,CPSF3L,533,756,1056,303
CPSF3L_m1250976,CPSF3L,900,545,1168,318
CPSF3L_m1250985,CPSF3L,511,692,1479,237
CPSF3L_p1250777,CPSF3L,0,0,0,0
CPSF3L_p1250799,CPSF3L,78,152,159,76
CPSF3L_p1250913,CPSF3L,219,177,749,920
CPSF3L_p1250920,CPSF3L,205,158,510,376
CPSF3_m9563917,CPSF3,477,256,1198,1324
CPSF3_m9570068,CPSF3,844,490,1449,417
CPSF3_m9570077,CPSF3,952,883,2588,3200
CPSF3_m9570099,CPSF3,24,72,231,766
CPSF3_p9563901,CPSF3,340,161,376,647
CPSF3_p9568879,CPSF3,0,0,0,26
CPSF3_p9568921,CPSF3,485,342,393,1066
CPSF3_p9570039,CPSF3,429,535,1322,435
CPSF3_p9570051,CPSF3,296,313,328,166
CPSF3_p9570060,CPSF3,41,191,205,154
CPSF4_m99036706,CPSF4,565,505,165,95
CPSF4_m99036724,CPSF4,619,497,576,640
CPSF4_m99036798,CPSF4,499,297,1121,639
