TAXID,SRR1175007,SRR042182,SRR061154,SRR061499,SRR063469,SRR062324,SRR1179037,SRR061236,SRR061456,SRR642021,ERR2402780,ERR1916139,ERR1915048,ERR1914553,ERR1913614,ERR1915578,ERR1915612,ERR2402795,ERR1914224,ERR1914439
65123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65393,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65496,0,93,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,68,0
65551,0,60,0,0,0,0,0,0,0,0,0,0,0,0,67,64,0,0,0,0
65553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65555,0,0,66,144,0,86,0,76,0,137,0,0,0,0,0,0,0,0,0,0
65741,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0
66084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66219,149,2118,387,394,310,806,175,301,538,69,130,322,249,95,81,142,105,160,193,136
66269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66969,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67304,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
67572,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0
67760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67824,0,0,56,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
67825,0,70,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
67827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
67854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68223,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
68246,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
68249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68287,0,322,0,285,66,169,0,134,0,0,163,55,55,50,90,0,0,189,106,0
68288,69,124,0,161,0,105,59,284,224,95,0,0,0,0,0,0,53,0,137,0
68335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68570,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
68895,0,0,0,0,0,0,0,74,84,52,0,0,0,0,0,0,0,0,0,0
68909,0,96,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69218,0,0,53,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69223,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0
69328,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0
69373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69395,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69474,0,79,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,101,81,0,72,0,51,0,0,0,0,0,0,0,0,0,0,0,0
69525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69539,0,0,96,51,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69578,0,99,0,104,0,71,0,95,0,0,0,0,0,0,0,0,0,0,0,0
69609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69655,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69666,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69823,0,202,59,274,55,145,0,90,55,0,1271,0,54,0,54,0,0,1398,156,102
69965,0,160,0,78,0,200,0,221,77,0,473,91,60,0,0,0,0,531,0,0
69966,0,0,0,0,0,98,0,58,0,0,146,0,0,0,0,0,0,172,0,0
70255,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70258,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,98,0,0
70411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70775,0,0,0,0,0,0,0,0,196,859,0,0,0,0,0,0,0,0,0,0
70799,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,111,0,0
70863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70864,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71655,0,0,113,88,0,53,0,0,102,193,0,0,0,0,0,0,0,0,0,0
71666,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71667,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71999,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72763,0,164,104,226,0,117,0,66,0,0,0,0,0,0,0,0,0,0,0,0
72803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73029,0,81,113,107,0,86,0,0,0,58,0,0,0,0,0,0,0,0,54,0
73141,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73778,0,59,60,134,0,73,0,0,0,126,0,0,0,0,0,0,0,0,0,0
73913,0,0,67,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0
73918,0,116,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73919,0,116,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74109,0,62,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
74313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74317,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74318,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74426,321,26066,3541,26297,5699,17327,322,215,3882,0,0,875,1407,170,105,275,304,0,361,237
74700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74829,0,0,0,0,0,0,0,153,0,148,0,0,0,0,0,0,0,0,0,0
74968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75105,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,82,0,0
75293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75385,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
75588,0,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,0,0
75612,0,0,0,0,0,0,0,0,0,4308,0,0,0,0,0,0,0,0,0,0
75658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75697,0,0,56,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75984,127,0,82,223,0,112,157,178,114,100,143,57,0,58,0,0,0,149,66,0
75985,0,0,0,93,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0
76023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76123,126,690,327,497,76,518,151,585,1238,724,0,90,139,704,1235,336,241,0,2593,1113
76124,0,200,99,256,59,286,0,150,414,0,0,63,0,0,0,50,0,0,0,0
76258,0,0,51,166,0,84,0,0,0,160,139,0,0,0,0,0,0,139,0,0
76517,0,0,0,160,0,53,0,133,0,0,0,0,0,0,0,0,0,0,0,0
76594,0,72,0,87,0,0,0,0,107,55,161,0,0,0,0,0,0,178,0,0
76632,0,153,0,153,0,62,0,239,194,0,0,0,0,0,0,0,0,0,0,0
76634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76731,0,51,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76758,0,0,0,0,0,0,0,88,0,1949,0,0,0,0,0,0,0,0,0,0
76759,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76760,0,0,0,0,0,0,0,0,0,8784,0,0,0,0,0,0,0,0,0,0
76761,0,0,0,0,0,0,0,0,0,4051,0,0,0,0,0,0,0,0,0,0
76831,98,163,276,603,0,480,114,526,133,322,0,83,90,95,0,0,144,0,156,82
76832,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76853,0,65,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,53,0
76860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76947,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78258,0,0,0,56,66,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78327,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
78331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79206,54,280,99,277,93,301,0,136,174,132,362,163,112,117,92,85,103,379,235,110
79209,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79328,343,372,234,1122,114,675,390,839,820,872,71,138,102,129,109,83,154,94,378,134
79329,189,119,0,550,0,304,220,475,462,315,0,73,0,0,0,0,60,0,117,0
79601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79603,0,143,0,139,0,92,0,63,0,0,0,0,55,0,0,0,0,0,0,0
79604,0,143,0,139,0,92,0,63,0,0,0,0,55,0,0,0,0,0,0,0
79880,0,99,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79883,0,54,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,109,0
79885,0,135,0,0,0,59,0,0,63,0,0,56,0,0,0,0,0,0,0,0
79967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80816,0,72,0,110,0,104,0,100,235,222,0,0,0,0,0,0,0,0,0,0
80842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80854,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80865,0,105,0,69,0,0,0,0,61,71,0,0,0,0,0,0,0,0,0,0
80866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81028,0,107,0,129,0,102,0,0,0,0,51,0,0,0,0,0,0,57,0,0
81032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81411,0,0,0,88,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81412,0,0,0,88,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81416,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81461,0,53,0,79,0,0,0,0,55,0,0,0,0,0,0,0,0,0,86,0
81462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
81466,0,64,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81468,0,64,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81479,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
81682,0,76,0,53,0,0,0,59,98,0,0,0,0,0,0,0,0,0,0,0
82076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82348,0,85,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,233,0,0
82541,0,0,0,0,0,50,0,61,0,0,0,0,0,0,0,0,0,0,0,0
82654,0,0,0,68,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82980,0,51,61,140,0,85,0,0,0,215,0,0,0,0,0,0,0,0,0,0
82982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,54,0
82983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,54,0
82984,0,0,80,76,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82985,0,0,80,76,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82986,51,51,0,171,0,69,63,0,111,59,0,0,0,0,0,0,0,0,0,0
82987,0,0,0,88,0,0,56,0,65,0,0,0,0,0,0,0,0,0,0,0
82996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83406,0,140,0,57,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0
83453,0,0,0,67,0,0,0,0,60,0,0,0,0,114,212,0,0,0,463,178
83455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83461,0,93,0,100,0,99,0,0,56,0,0,0,0,0,0,0,0,0,0,0
83551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83561,0,0,0,128,677,0,0,0,1483,0,0,0,0,0,0,0,0,0,0,0
83612,0,77,0,66,0,99,0,0,0,142,0,0,0,0,0,0,0,0,0,0
83614,0,0,0,146,0,51,0,0,0,0,108,0,0,0,0,0,0,129,0,0
83618,0,74,0,63,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83654,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
83655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83681,0,72,0,68,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83683,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,151,0,0
83816,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83984,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84022,0,106,0,0,0,138,0,178,238,0,0,59,0,0,0,0,0,0,0,0
84023,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
84030,534,7132,405,1646,395,924,630,4328,4695,65,0,443,420,155,144,217,124,0,1162,255
84032,0,314,333,301,130,219,0,75,130,122,0,78,0,0,0,0,0,0,0,0
84108,0,273,0,267,0,137,0,96,96,0,0,91,119,0,0,50,0,0,0,0
84110,0,273,0,267,0,137,0,96,96,0,0,91,119,0,0,50,0,0,0,0
84111,2477,1434,4440,758,1269,383,2843,357,977,1494,0,104,161,0,145,161,85,0,142,83
84112,2437,403,1822,544,392,185,2800,266,932,1478,0,82,103,0,0,76,68,0,105,62
84156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84159,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84377,0,0,0,0,60,0,0,309,0,0,191,346,56,0,0,0,65,195,66,0
84378,0,93,0,60,0,82,0,497,54,0,0,248,0,0,0,0,0,0,0,0
84404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84406,0,345,150,332,103,359,0,141,165,192,915,175,154,0,57,75,78,963,143,110
84531,70,52,0,59,65,0,99,72,0,0,0,0,0,0,0,0,0,0,0,0
84565,0,87,0,109,0,58,0,69,126,0,0,0,0,0,0,0,0,0,0,0
84567,338,559,424,1214,100,990,412,1865,2493,1022,110,142,134,187,214,126,216,107,632,211
84590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84595,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84980,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85076,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85108,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85404,0,0,64,71,0,64,0,51,72,0,141,0,0,0,0,0,0,149,0,0
85413,0,154,0,94,0,68,0,134,205,0,0,0,0,0,0,0,0,0,0,0
85618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85643,0,0,0,0,0,0,0,75,0,82,0,0,0,0,0,0,0,0,0,0
85683,0,156,73,226,0,113,0,81,54,0,0,0,0,0,0,0,0,0,80,0
85698,84,84,87,140,0,112,97,154,57,70,0,0,0,0,0,0,0,0,84,0
85701,51,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
85874,0,77,0,104,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86265,0,0,0,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0
86304,0,54,0,75,0,0,0,74,0,123,0,0,0,0,0,0,0,0,0,0
86331,0,684,160,253,103,421,0,340,272,59,945,84,91,0,51,100,54,1019,80,68
86332,0,269,0,71,56,130,0,136,174,0,684,0,0,0,0,0,0,799,0,0
86622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86664,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,85,0,0
86665,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87541,0,68,0,0,0,66,0,69,0,0,139,0,0,0,0,0,0,167,0,0
87883,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88058,0,61,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89059,0,66,0,100,0,73,0,0,0,143,0,0,0,0,0,0,0,0,0,0
89154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89184,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89404,0,0,0,0,547,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0
89583,0,0,0,0,0,0,0,59,135,0,0,0,0,0,0,0,0,0,0,0
89966,374,1479,1655,2619,884,1774,458,1274,1347,2814,0,195,202,232,413,394,250,0,802,340
90243,0,0,0,0,0,0,0,53,0,0,0,0,0,0,61,0,0,0,0,0
90245,0,0,0,0,0,0,0,53,0,0,0,0,0,0,61,0,0,0,0,0
90270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
92400,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,84,0,0
92401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92645,63,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
92793,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92942,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92944,0,0,0,86,0,61,0,78,107,149,0,0,0,0,0,0,0,0,0,0
92945,0,0,0,61,0,0,0,73,105,147,0,0,0,0,0,0,0,0,0,0
92947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93217,101,237,265,410,87,258,101,137,207,145,0,0,0,0,84,119,0,0,112,50
93218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93220,0,0,0,147,0,52,0,0,0,68,0,0,0,0,0,0,0,0,0,0
93221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93378,0,0,0,0,0,61,0,50,65,0,0,0,0,0,0,0,0,0,0,0
93466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93681,0,51,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94122,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,139,0,0
94132,0,79,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94254,81,254,176,489,133,233,103,254,270,460,0,55,0,63,183,94,68,0,152,155
94624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95300,0,0,0,54,0,0,0,136,0,610,0,0,0,0,0,0,0,0,0,0
95485,0,0,0,0,0,52,0,56,111,0,0,0,0,0,0,0,0,0,0,0
95486,0,61,0,0,0,55,0,118,105,195,0,0,0,0,0,0,0,0,72,0
96230,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96344,90,0,0,0,0,0,107,0,0,0,292,238,149,0,54,0,0,263,82,168
96345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97050,0,92,78,160,0,99,0,71,81,66,0,0,0,0,0,0,0,0,0,0
97084,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
