sample_id,enable,report_group_ids,color_by,ncbi_accession,ref_group_ids,year,country,Country/inferred country of contamination,Inferred Continent of contamination,strain_name,Inferred Region of contamination (for Figures),origin,type,Place of sampling (Water),species,serotype,STM 3356  d-Tar- specific SNV,phage_type,MLST,lineage,genotype,antimicrobial,Chromosomal coverage (%),Average chromosomal read depth,% reads mapped,Total reads,Num SNVs,Num heterozygous SNVs,Num indels,Num contigs,Genome size (bp),Ratio heterozygous/homozygous SNVs,Accession nos (circularized genomes),Accession nos (draft genomes),publication_source,ploidy
168-73__1973__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737460,Salmonella_enterica_GCF_039778255_1,1973,France,France,Europe,168-73,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 9,9.1_France,none,99.94,95.8,96.9012,3729806,255,50,14,70,4738572,0.196078431,,,This study,1
80-69__1969__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737582,Salmonella_enterica_GCF_039778255_1,1969,France,France,Europe,80-69,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Dundee,86,Lineage 9,9.1_France,none,99.94,120.88,96.7666,4711708,254,35,13,78,4729269,0.137795276,,,This study,1
201103752__2010__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736530,Salmonella_enterica_GCF_039778255_1,2010,France,France,Europe,201103752,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 9,9.1_France,gyrA_S83F,99.8,76.63,96.6846,3528670,261,52,11,62,4712049,0.199233716,,,This study,1
45-86__1986__Austria__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737518,Salmonella_enterica_GCF_039778255_1,1986,Austria,Austria,Europe,45-86,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10,none,99.82,121.08,98.8786,4113732,283,51,9,104,4534037,0.180212014,,,This study,1
RPO6464__1984__Chile__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,SRR26534456	,Salmonella_enterica_GCF_039778255_1,1984,Chile,Chile,America,RPO 6464,America,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10,none,99.93,137.93,97.9072,7071524,232,22,12,83,4676961,0.094827586,,,Higginson et al. mSphere. 2019,1
SMG-20-978__1997__UK__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR4276754,Salmonella_enterica_GCF_039778255_1,1997,United Kingdom,United Kingdom,Europe,SMG-20-978,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10,none,99.94,116.72,97.4315,2149270,221,85,19,67,4676479,0.384615385,,,This study,1
SMG-18-831__2018__Sudan__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR4276741,Salmonella_enterica_GCF_039778255_1,2018,United Kingdom,Ethiopia,Africa,SMG-18-831,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10,none,99.09,112.98,98.3408,3661718,241,93,12,70,4634719,0.385892116,,,This study,1
138-71__1971__Egypt__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737445,Salmonella_enterica_GCF_039778255_1,1971,Egypt,Egypt,Africa,138-71,Middle East,Human,Unknown,NA,S. enterica,Paratyphi B,Present,3aI,772,Lineage 10,10,none,99.68,117.61,98.7545,3971730,225,68,12,100,4628258,0.302222222,,,This study,1
139-71__1971__Egypt__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737447,Salmonella_enterica_GCF_039778255_1,1971,Egypt,Egypt,Africa,139-71,Middle East,Human,Unknown,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10,none,99.9,136.19,99.1175,4600042,264,43,16,72,4630096,0.162878788,,,This study,1
201206684__2012__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736554,Salmonella_enterica_GCF_039778255_1,2012,France,France,Europe,201206684,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10,gyrA_S83F,99.9,146.81,98.9661,4857982,779,56,45,80,4643768,0.071887035,,,This study,1
73-6774__1972__USA__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737563,Salmonella_enterica_GCF_039778255_1,1972,United States,United States of America,America,73-6774,America,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10,none,99.94,140.58,99.1411,4536320,223,31,7,53,4672280,0.139013453,,,This study,1
CIP54_106__1953__Austria__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737646,Salmonella_enterica_GCF_039778255_1,1953,Austria,Austria,Europe,CIP 54.106,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,3a,86,Lineage 10,10,none,99.06,57.81,98.579,1948476,226,71,9,90,4607748,0.314159292,,,This study,1
SPPI_23__1957__RussianFederation__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737653,Salmonella_enterica_GCF_039778255_1,1957,Russian Federation (St-Petersburg region),Russian Federation,Europe,SPPI_23,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.1,none,99.51,183.77,98.6275,6098242,234,61,7,70,4568100,0.260683761,,,This study,1
SPPI_24__1957__RussianFederation__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737654,Salmonella_enterica_GCF_039778255_1,1957,Russian Federation (St-Petersburg region),Russian Federation,Europe,SPPI_24,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.1,none,99.93,132.3,97.8306,4499070,245,85,4,63,4661593,0.346938776,,,This study,1
73-65__1965__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737560,Salmonella_enterica_GCF_039778255_1,1965,Turkey,Turkey,Asia,73-65,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.1,none,99.94,91.89,98.1317,4149982,245,11,7,58,4661791,0.044897959,,,This study,1
72-65__1965__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737555,Salmonella_enterica_GCF_039778255_1,1965,Turkey,Turkey,Asia,72-65,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.1,none,99.94,99.74,97.7986,3845376,252,17,13,58,4675084,0.067460317,,,This study,1
74-65__1965__Turkey__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737565,Salmonella_enterica_GCF_039778255_1,1965,Turkey,Turkey,Asia,74-65,Middle East,Human,Stools,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.1,none,99.94,117.19,98.1906,4497960,248,12,10,50,4669272,0.048387097,,,This study,1
HB3__1934__MandatoryPalestine__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR460154,Salmonella_enterica_GCF_039778255_1,1934,Mandatory Palestine,Mandatory Palestine,Asia,HB3,Middle East,Unknown,,NA,S. enterica,Paratyphi B,Present,Not available,772,Lineage 10,10.1.1_Europe1,none,99.94,102.97,98.7116,5326036,254,32,11,90,4671884,0.125984252,,,Connor et al. Mbio. 2016,1
201810947__2018__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736596,Salmonella_enterica_GCF_039778255_1,2018,France,France,Europe,201810947,Europe,Human,Urine,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.1.1_Europe1,none,99.77,62.91,99.1117,2056036,238,83,6,168,4546750,0.348739496,,,This study,1
202000526__2020__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736611,Salmonella_enterica_GCF_039778255_1,2020,France,France,Europe,202000526,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.1.1_Europe1,none,99.94,109.82,99.0356,3620210,245,36,6,62,4664795,0.146938776,,,This study,1
201900502__2019__Spain__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736597,Salmonella_enterica_GCF_039778255_1,2019,France,Spain,Europe,201900502,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.1.1_Europe1,none,99.9,59.06,99.0432,1963888,243,96,7,93,4639213,0.395061728,,,This study,1
202100515__2021__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736615,Salmonella_enterica_GCF_039778255_1,2021,France,France,Europe,202100515,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.1.1_Europe1,none,99.85,76.94,98.4636,2611764,237,118,5,144,4598021,0.497890295,,,This study,1
201611212__2016__FranceOrElsewhere__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736566,Salmonella_enterica_GCF_039778255_1,2016,France,France or elsewhere,Unknown,201611212,Unknown,Human,Urine,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.1.1_Europe1,none,99.68,81.31,98.7345,2672728,240,47,5,195,4532420,0.195833333,,,This study,1
3-59__1959__Italy__Unknown,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737380,Salmonella_enterica_GCF_039778255_1,1959,Italy,Italy,Europe,3-59,Europe,Unknown,,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.2,none,99.05,134.96,98.4263,4476764,357,69,6,95,4613782,0.193277311,,,This study,1
CIP54_116__1953__Germany__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737649,Salmonella_enterica_GCF_039778255_1,1953,Germany,Germany,Europe,CIP 54.116,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.2,none,99.94,105.08,98.1516,3447988,226,38,7,56,4670719,0.168141593,,,This study,1
10-62__1962__Madagascar__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737385,Salmonella_enterica_GCF_039778255_1,1962,Madagascar,Madagascar,Africa,10-62,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,99.93,135.23,98.4036,4635790,239,132,6,80,4666574,0.552301255,,,This study,1
201409601__2014__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736536,Salmonella_enterica_GCF_039778255_1,2014,France,France,Europe,201409601,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.2,none,99.94,92.93,97.1588,4272884,261,11,8,66,4706272,0.042145594,,,This study,1
200102771__2001__Madagascar__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737402,Salmonella_enterica_GCF_039778255_1,2001,France,Madagascar,Africa,200102771,Africa,Human,Blood,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.2,none,98.92,115.6,98.7179,3991306,258,57,8,74,4499496,0.220930233,,,This study,1
16-66__1966__Germany__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737457,Salmonella_enterica_GCF_039778255_1,1966,Germany,Germany,Europe,16-66,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,99.94,78.5,86.6793,4026044,223,11,10,48,4700791,0.049327354,,,This study,1
13-52__1952__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737440,Salmonella_enterica_GCF_039778255_1,1952,France,France,Europe,13-52,Europe,Human,Unknown,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.2,none,99.89,107.8,98.1682,3653520,229,92,5,103,4606903,0.401746725,,,This study,1
16-89__1989__France__Animal,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737461,Salmonella_enterica_GCF_039778255_1,1989,France,France,Europe,16-89,Europe,Animal,Clams,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,98.85,93.2,98.2659,3191268,237,81,11,96,4573126,0.341772152,,,This study,1
95-74__1974__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737605,Salmonella_enterica_GCF_039778255_1,1974,France,France,Europe,95-74,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,99.94,194.38,97.5417,8841752,222,9,10,78,4713496,0.040540541,,,This study,1
80-74__1974__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737583,Salmonella_enterica_GCF_039778255_1,1974,France,France,Europe,80-74,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,99.91,68.6,94.6649,3229892,228,15,7,57,4692920,0.065789474,,,This study,1
54-67__1967__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737527,Salmonella_enterica_GCF_039778255_1,1967,France,France,Europe,54-67,Europe,Human,Blood ,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,99.94,195.49,97.9087,7520942,236,11,11,63,4710469,0.046610169,,,This study,1
202002437__2020__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736614,Salmonella_enterica_GCF_039778255_1,2020,France,France,Europe,202002437,Europe,Human,Stools,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.2,none,98.74,146.34,96.9615,4895520,289,48,10,101,4643478,0.166089965,,,This study,1
3-78__1978__France__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737393,Salmonella_enterica_GCF_039778255_1,1978,France,France,Europe,3-78,Europe,Environment,River water,Loire river,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.2,none,99.86,218.82,98.8072,7327678,262,68,11,65,4634243,0.259541985,,,This study,1
201703220__2017__FranceOrElsewhere__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12736567,Salmonella_enterica_GCF_039778255_1,2017,France,France or elsewhere,Unknown,201703220,Unknown,Human,Urine,NA,S. enterica,Paratyphi B,Present,Not available,86,Lineage 10,10.2,gyrA_S83F,99.93,161.13,97.9233,5355044,247,56,8,61,4697086,0.226720648,,,This study,1
46-73__1973__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737520,Salmonella_enterica_GCF_039778255_1,1973,France,France,Europe,46-73,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,99.72,119.17,96.8938,4627954,233,12,13,57,4697717,0.051502146,,,This study,1
13-73__1973__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737443,Salmonella_enterica_GCF_039778255_1,1973,France,France,Europe,13-73,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,10014,Lineage 10,10.2,none,99.94,198.01,97.5916,7651022,295,11,16,62,4709925,0.037288136,,,This study,1
117-84__1984__France__Environment,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737434,Salmonella_enterica_GCF_039778255_1,1984,France,France,Europe,117-84,Europe,Environment,Sewage,Hérault,S. enterica,Paratyphi B,Present,3aI,86,Lineage 10,10.2,none,99.93,151.5,98.6309,5168810,276,72,6,63,4619902,0.260869565,,,This study,1
200-75__1975__France__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737476,Salmonella_enterica_GCF_039778255_1,1975,France,France,Europe,200-75,Europe,Human,Blood,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,99.94,80.97,96.5896,3727638,238,13,9,67,4712122,0.054621849,,,This study,1
183-75__1975__Algeria__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737470,Salmonella_enterica_GCF_039778255_1,1975,France,Algeria,Africa,183-75,Africa,Human,Stools,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,99.9,111.04,98.2208,3822032,246,81,5,102,4667987,0.329268293,,,This study,1
62-83__1983__Algeria__Human,TRUE,validation_salmonella,year;country;origin;type;species;serotype;phage_type;lineage;genotype;antimicrobial;publication_source,ERR12737543,Salmonella_enterica_GCF_039778255_1,1983,France,Algeria,Africa,62-83,Africa,Human,Blood ,NA,S. enterica,Paratyphi B,Present,Taunton,86,Lineage 10,10.2,none,99.94,104.6,96.5617,4814624,250,16,10,73,4703450,0.064,,,This study,1
