sample_id,enabled,name,report_group_ids,color_by,ref_group_ids,gcf_id,strain,host,source,generic_source,country,year,given_species_name,fastani_derived_species,lineage,phylogroup,assembly_method,sequence_type,sequencing_technology,assembly_length,num_contigs,wgGC_content,grimont_biotype,ncbi_accession,BioProject,dataset_in_paper,publication_doi,ploidy
GCA_000648575_1_ASM64857v1_genomic,TRUE,GCA_000648575.1_ASM64857v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000648575.1,V4,None,milk processing plant,Food,Portugal,2006,Serratia plymuthica,Serratia plymuthica,4,8,Lasergene v. 6.0,illumina,454,5513353,1,56.21,,SAMN02676618,PRJNA240341,NCBI,10.1128/genomeA.00340-14,1
GCA_000695485_1_smgenome_genomic,TRUE,GCA_000695485.1_smgenome_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000695485.1,ATCC 14041,None,None,,USA,2013,Serratia marcescens,Serratia marcescens,15,2,Velvet v. Aug-2013,illumina,Illumina HiSeq,5029875,117,59.82,,SAMN02678212,PRJNA240624,NCBI,10.1128/genomeA.00590-14,1
GCA_000695995_1_ASM69599v1_genomic,TRUE,GCA_000695995.1_ASM69599v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000695995.1,FS14,None,None,,None,Unknown,Serratia sp. FS14,Serratia marcescens,15,2,Newbler v. 2.7,illumina,Sanger dideoxy sequencing; 454,5249875,1,59.46,,SAMN03081466,PRJNA198771,NCBI,10.1371/journal.pone.0123061,1
GCA_000699165_1_ASM69916v1_genomic,TRUE,GCA_000699165.1_ASM69916v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000699165.1,FK01,None,None,,None,Unknown,Serratia liquefaciens FK01,Serratia liquefaciens,3,4,Velvet v. 1.2.03,illumina,MiSeq,5280113,15,55.75,,SAMD00016897,PRJDB1632,NCBI,10.1128/genomeA.00609-14,1
GCA_000734885_1_SerGri_SPAdes_genomic,TRUE,GCA_000734885.1_SerGri_SPAdes_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000734885.1,A2,None,Buffer solution,Water,Russia,1980,Serratia grimesii,Serratia grimesii,5,7,SPAdes genome assembler v. 3.0,illumina,454,5133068,99,52.85,,SAMN02690690,PRJNA241476,NCBI,10.1128/genomeA.00937-14,1
GCA_000738535_1_ASM73853v1_genomic,FALSE,GCA_000738535.1_ASM73853v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000738535.1,MCB,Oscheius sp. MCB,entomopathogenic nematode Oscheius sp. MCB living in soil,Insect,South Africa,2013,Serratia marcescens,Serratia marcescens,13,2,CLC NGS Cell v. 7,illumina,Illumina MiSeq,5298782,103,59.1,,SRR1534209,PRJNA256271,NCBI,https://doi.org/10.1128/genomeA.00911-14,1
GCA_000738675_1_ASM73867v1_genomic,FALSE,GCA_000738675.1_ASM73867v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000738675.1,DSM 21420,Heterorhabditidoides chongmingensis,intestine,Insect,China,2008,Serratia nematodiphila DZ0503SBS1,Serratia marcescens,15,2,RS HGAP Assembly Protocol v. 3.3; SMRT,pacbio,PacBio,5224920,2,59.54,,SAMN02952129,PRJNA257492,NCBI,10.1016/j.jbiotec.2014.11.002,1
GCA_000739215_1_ASM73921v1_genomic,TRUE,GCA_000739215.1_ASM73921v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000739215.1,NGS-ED-1015,Homo sapiens,blood,Human,United Kingdom,2013,Serratia marcescens,Serratia marcescens,9,2,Spades v. 3.10,illumina,Illumina MiSeq,5122566,7,59.91,,SAMN02947226,PRJNA255947,NCBI,10.1128/genomeA.00908-14,1
GCA_000747565_1_ASM74756v1_genomic,TRUE,GCA_000747565.1_ASM74756v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000747565.1,SCBI,None,None,,None,Unknown,Serratia sp. SCBI,Serratia marcescens,14,2,None,illumina,Unknown,5101896,2,59.59,,SAMN02990345,PRJNA91109,NCBI,10.1186/s12864-015-1697-8,1
GCA_000783615_2_ASM78361v2_genomic,FALSE,GCA_000783615.2_ASM78361v2_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000783615.2,FDAARGOS_79,Homo sapiens,Resp Cx,Human,USA,2013,Serratia marcescens,Serratia marcescens,12,2,Celera v. 8.1,pacbio,PacBio; Illumina,5383224,14,59.72,,SAMN02934533,PRJNA231221,NCBI,10.1101/482059,1
GCA_000783915_2_ASM78391v2_genomic,FALSE,GCA_000783915.2_ASM78391v2_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000783915.2,FDAARGOS_65,Homo sapiens,Endotracheal aspirate,Human,USA,2013,Serratia marcescens,Serratia marcescens,9,2,Celera v. 8.1,pacbio,PacBio; Illumina,5248423,1,59.88,,SAMN02934514,PRJNA231221,NCBI,10.1101/482059,1
GCA_000783975_2_ASM78397v2_genomic,FALSE,GCA_000783975.2_ASM78397v2_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000783975.2,FDAARGOS_62,Homo sapiens,Endotracheal aspirate,Human,USA,2013,Serratia marcescens,Serratia marcescens,14,2,Celera v. 8.1,pacbio,PacBio; Illumina,5136730,4,59.66,,SAMN02934511,PRJNA231221,NCBI,10.1101/482059,1
GCA_000805875_1_SmRM66262_v1_0_genomic,TRUE,GCA_000805875.1_SmRM66262_v1.0_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000805875.1,RM66262,Homo sapiens,Patient with urinary tract infection,Human,Argentina,2003,Serratia marcescens,Serratia marcescens,9,2,A5 pipeline v. JUN-2014,illumina,Illumina HiSeq,4882257,15,60.06,,SAMN03267740,PRJNA270627,NCBI,10.1128/genomeA.01423-15,1
GCA_000828775_1_ASM82877v1_genomic,TRUE,GCA_000828775.1_ASM82877v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000828775.1,SM39,None,None,,None,Unknown,Serratia marcescens SM39,Serratia marcescens,9,2,phred/phrap/consed package,illumina,Sanger,5326023,3,59.74,,SAMD00061009,PRJDB1121,NCBI,10.1093/gbe/evu160,1
GCA_000975245_1_ASM97524v1_genomic,FALSE,GCA_000975245.1_ASM97524v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_000975245.1,HUMV-21,Homo sapiens,skin ulcer,Human,Spain,2009,Serratia liquefaciens,Serratia liquefaciens,2,4,Celera Assembler v. 3; HGAP3,pacbio,PacBio,5326657,1,55.19,,SAMN03481691,PRJNA281037,NCBI,10.1128/genomeA.00533-15,1
GCA_001006005_1_ASM100600v1_genomic,FALSE,GCA_001006005.1_ASM100600v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001006005.1,DSM 4576,None,water,Water,None,1979,Serratia fonticola,Serratia fonticola,1,3,HGAP v. 2,pacbio,PacBio RS II,6000511,1,53.61,,SAMN03450772,PRJNA279822,NCBI,10.1016/J.JBIOTEC.2015.09.005,1
GCA_001007555_1_2015_04_28_genomic,TRUE,GCA_001007555.1_2015-04-28_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001007555.1,90-166,None,None,,USA,1990,Serratia marcescens,Serratia marcescens,14,2,A5-miseq v. 20141120,illumina,Illumina HiSeq,5484396,41,59.15,,SRR2014558,PRJNA282428,NCBI,10.1128/genomeA.00667-15,1
GCA_001011075_1_ASM101107v1_genomic,TRUE,GCA_001011075.1_ASM101107v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001011075.1,TEL,None,soil,Environmental,South Africa,2014,Serratia sp. TEL,Serratia marcescens,14,2,GS De Novo Assembler v. 2015; SPADES v.,illumina,Illumina MiSeq,5000541,19,59.26,,SAMN03701014,PRJNA284289,NCBI,10.1128/genomeA.00747-15.,1
GCA_001022215_1_ASM102221v1_genomic,TRUE,GCA_001022215.1_ASM102221v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001022215.1,CAV1492,Homo sapiens,Respiratory,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,12,2,HGAP3 v. 2.2.0,,,5828402,6,58.61,,SAMN03733805,PRJNA246471,NCBI,10.1128/AAC.00464-16,1
GCA_001051865_1_ASM105186v1_genomic,TRUE,GCA_001051865.1_ASM105186v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001051865.1,AH0650_Sm1,Homo sapiens,sputum,Human,Australia,2014,Serratia marcescens subsp. marcescens,Serratia marcescens,13,2,SPAdes v. 3.5.0; SSPACE v. 3.0; GapFiller,illumina,Illumina HiSeq,5201657,17,59.53,,SRR2059988,PRJNA286707,NCBI,10.1128/genomeA.01007-15,1
GCA_001060335_1_ASM106033v1_genomic,TRUE,GCA_001060335.1_ASM106033v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001060335.1,1145_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,12,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5250143,190,59.47,,SRR1655333,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001060585_1_ASM106058v1_genomic,TRUE,GCA_001060585.1_ASM106058v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001060585.1,1218_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,9,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5126894,129,59.93,,SRR1655414,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001060625_1_ASM106062v1_genomic,TRUE,GCA_001060625.1_ASM106062v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001060625.1,1241_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,13,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5117553,103,59.34,,SRR1655439,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001060655_1_ASM106065v1_genomic,TRUE,GCA_001060655.1_ASM106065v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001060655.1,1242_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,13,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5113929,129,59.35,,SRR1655440,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001061145_1_ASM106114v1_genomic,TRUE,GCA_001061145.1_ASM106114v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001061145.1,1186_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5152789,150,59.58,,SRR1655376,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001061195_1_ASM106119v1_genomic,TRUE,GCA_001061195.1_ASM106119v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001061195.1,1198.rep2_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,9,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5126237,114,59.93,,SRR1655391,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001061225_1_ASM106122v1_genomic,TRUE,GCA_001061225.1_ASM106122v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001061225.1,1219_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,9,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5137374,142,59.92,,SRR1655415,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001062235_1_ASM106223v1_genomic,TRUE,GCA_001062235.1_ASM106223v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001062235.1,1185_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5163463,110,59.58,,SRR1655375,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001062285_1_ASM106228v1_genomic,TRUE,GCA_001062285.1_ASM106228v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001062285.1,1198.rep1_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,9,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5159990,72,59.94,,SRR1655390,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001062925_1_ASM106292v1_genomic,TRUE,GCA_001062925.1_ASM106292v1_genomic,validation_serratia,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001062925.1,20_SPLY,Homo sapiens,None,Human,USA,Unknown,Serratia liquefaciens,Serratia liquefaciens,2,4,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5164504,38,55.44,,SRR1655624,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001063125_1_ASM106312v1_genomic,TRUE,GCA_001063125.1_ASM106312v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001063125.1,276_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5163596,77,59.61,,SRR1655701,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001063145_1_ASM106314v1_genomic,TRUE,GCA_001063145.1_ASM106314v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001063145.1,280_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5113427,53,59.77,,SRR1655706,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001063175_1_ASM106317v1_genomic,TRUE,GCA_001063175.1_ASM106317v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001063175.1,286_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5120464,48,59.77,,SRR1655712,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001063325_1_ASM106332v1_genomic,TRUE,GCA_001063325.1_ASM106332v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001063325.1,410_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,13,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5202811,69,59.47,,SRR1655833,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001063375_1_ASM106337v1_genomic,TRUE,GCA_001063375.1_ASM106337v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001063375.1,420_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,13,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5206386,36,59.45,,SRR1655844,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001064335_1_ASM106433v1_genomic,TRUE,GCA_001064335.1_ASM106433v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001064335.1,287_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5122819,53,59.77,,SRR1655713,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001064345_1_ASM106434v1_genomic,TRUE,GCA_001064345.1_ASM106434v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001064345.1,290_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5115483,57,59.78,,SRR1655716,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001064455_1_ASM106445v1_genomic,TRUE,GCA_001064455.1_ASM106445v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001064455.1,311_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5095396,141,59.82,,SRR1655733,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001064715_1_ASM106471v1_genomic,TRUE,GCA_001064715.1_ASM106471v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001064715.1,370_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,13,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5196323,50,59.47,,SRR1655793,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001064725_1_ASM106472v1_genomic,TRUE,GCA_001064725.1_ASM106472v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001064725.1,374_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,13,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5185093,181,59.48,,SRR1655797,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001064835_1_ASM106483v1_genomic,TRUE,GCA_001064835.1_ASM106483v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001064835.1,395_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,13,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5199539,73,59.47,,SRR1655818,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001064855_1_ASM106485v1_genomic,TRUE,GCA_001064855.1_ASM106485v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001064855.1,398_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,13,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5198466,61,59.47,,SRR1655820,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001064975_1_ASM106497v1_genomic,TRUE,GCA_001064975.1_ASM106497v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001064975.1,454_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,13,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5209606,31,59.45,,SRR1655878,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001065325_1_ASM106532v1_genomic,TRUE,GCA_001065325.1_ASM106532v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001065325.1,532_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5099230,71,59.72,,SRR1655960,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001065405_1_ASM106540v1_genomic,TRUE,GCA_001065405.1_ASM106540v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001065405.1,546_SSON,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens subsp. marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5102477,78,59.45,,SRR1655976,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001065935_1_ASM106593v1_genomic,TRUE,GCA_001065935.1_ASM106593v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001065935.1,684_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,12,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5472637,183,59.01,,SRR1656119,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001066945_1_ASM106694v1_genomic,TRUE,GCA_001066945.1_ASM106694v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001066945.1,698_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,9,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5213052,161,60,,SRR1656133,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001067015_1_ASM106701v1_genomic,TRUE,GCA_001067015.1_ASM106701v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001067015.1,706_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,9,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5106204,98,60.17,,SRR1656143,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001067375_1_ASM106737v1_genomic,TRUE,GCA_001067375.1_ASM106737v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001067375.1,790_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,9,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5687133,147,59.31,,SRR1656234,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001068085_1_ASM106808v1_genomic,TRUE,GCA_001068085.1_ASM106808v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001068085.1,907_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,12,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,4920623,154,59.65,,SRR1656346,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
GCA_001076625_1_ASM107662v1_genomic,TRUE,GCA_001076625.1_ASM107662v1_genomic,validation_serratia;smarcescens,lineage;fastani_derived_species;source;dataset_in_paper,S_marcescens_Db11,GCA_001076625.1,294_SMAR,Homo sapiens,None,Human,USA,Unknown,Serratia marcescens,Serratia marcescens,15,2,ABYSS v. 1.3.5,illumina,Illumina HiSeq,5113656,71,59.77,,SRR1655720,PRJNA267549,NCBI,10.1371/journal.pgen.1005413,1
