geneID	TFCP2L1	ARID5A	ATF3	ESRRG	GLI2	NPAS2	NR5A2	SOX17	STAT4	TWIST2	NumPeaks	AvgPeakDistance	AvgPeakSize
ENSMUSG00000056708.5	0.0128600963	0.0564859169	0.0209165669	0.0004592840	0.0026256947	0.0017277464	0.0006405670	0.0004628038	0.0075034714	0.1270156321	9.0000000000	12460.2226562500	1717.3333740234
ENSMUSG00000026471.14	0.0031778260	0.0028936993	0.0273124679	0.0000956237	0.0088728873	0.0010727862	0.0001010032	0.0065184648	0.0512287196	0.0995439622	5.0000000000	11920.4003906250	1775.4000244141
ENSMUSG00000026470.14	0.0027774842	0.0004853400	0.0035135799	0.0000526739	0.0011817628	0.0003134671	0.0000689001	0.0008951832	0.0277076316	0.0120379600	4.0000000000	8689.2500000000	1239.5000000000
ENSMUSG00000104181.1	0.0005124421	0.0009855783	0.0009023073	0.0000956480	0.0001081178	0.0010967717	0.0002458377	0.0001069229	0.0001104648	0.0306113150	8.0000000000	17675.6250000000	1929.3750000000
ENSMUSG00000033722.9	0.0004248957	0.0005072512	0.0014052336	0.0003546032	0.0002793775	0.0002291410	0.0002878497	0.0000446585	0.0458787464	0.0348255311	4.0000000000	16299.5000000000	1094.2500000000
ENSMUSG00000103670.1	0.0028768849	0.0007590822	0.0056177943	0.0012149943	0.0006247461	0.0093230533	0.0013790645	0.0006477961	0.0117658641	0.0514709824	6.0000000000	11248.1669921875	3010.5000000000
ENSMUSG00000026469.14	0.0017900485	0.0004240225	0.0001312744	0.0008595918	0.0002456810	0.0005656581	0.0000738547	0.0000164862	0.0000008478	0.0000532652	1.0000000000	49.0000000000	961.0000000000
ENSMUSG00000073535.5	0.0000154710	0.0001505698	0.0005402910	0.0009592515	0.0000004935	0.0000078860	0.0010100852	0.0001318405	0.0000734948	0.0000312423	3.0000000000	11658.3330078125	808.0000000000
ENSMUSG00000033701.13	0.0059841122	0.0012054695	0.0006609727	0.0000045788	0.0003328633	0.0000104766	0.0002859308	0.0005581853	0.0000539513	0.0002339963	1.0000000000	0.0000000000	1378.0000000000
ENSMUSG00000033684.14	0.0698979867	0.1197192776	0.1380052865	0.0553995301	0.0041907055	0.0447012266	0.0273404037	0.0034291732	0.1816671551	0.2647559634	2.0000000000	7107.0000000000	9261.0000000000
ENSMUSG00000102299.1	0.0090267658	0.0151014292	0.0175495859	0.0069803772	0.0005286967	0.0056314219	0.0034480493	0.0004502609	0.0228834058	0.0391970039	2.0000000000	9387.5000000000	9261.0000000000
ENSMUSG00000102558.1	0.0504640867	0.0864799526	0.0996706446	0.0400191908	0.0030271714	0.0322911370	0.0197495956	0.0024747932	0.1312325413	0.1904974352	2.0000000000	10722.5000000000	9261.0000000000
ENSMUSG00000033671.17	0.0002767562	0.0499645314	0.0004192793	0.0215899519	0.0011660050	0.0000794069	0.0006896190	0.0000901565	0.0004746905	0.0001732476	1.0000000000	0.0000000000	3779.0000000000
ENSMUSG00000103717.1	0.0000364452	0.0001057619	0.0001467946	0.0001171405	0.0000040692	0.0000078974	0.0000238238	0.0000191206	0.0000507574	0.0000005092	1.0000000000	9276.0000000000	1207.0000000000
ENSMUSG00000103771.1	0.0002329934	0.0006761331	0.0009384546	0.0007488767	0.0000260146	0.0000504880	0.0001523051	0.0001222374	0.0003244910	0.0000032556	1.0000000000	0.0000000000	1207.0000000000
ENSMUSG00000102837.1	0.0000083981	0.0000243709	0.0000338262	0.0000269929	0.0000009377	0.0000018198	0.0000054898	0.0000044060	0.0000116961	0.0000001173	1.0000000000	16615.0000000000	1207.0000000000
ENSMUSG00000077419.1	0.0000098723	0.0017823155	0.0000149564	0.0007701485	0.0000415933	0.0000028326	0.0000245998	0.0000032160	0.0000169330	0.0000061800	1.0000000000	16667.0000000000	3779.0000000000
ENSMUSG00000102833.1	0.0002767562	0.0499645314	0.0004192793	0.0215899519	0.0011660050	0.0000794069	0.0006896190	0.0000901565	0.0004746905	0.0001732476	1.0000000000	0.0000000000	3779.0000000000
ENSMUSG00000026466.16	0.0203277567	0.0762828570	0.0901167879	0.0038660217	0.0005326947	0.0059915078	0.0029106593	0.0006282330	0.0525649908	0.1699955793	5.0000000000	9751.7998046875	2678.6000976562
ENSMUSG00000102964.1	0.0076804850	0.0319169522	0.0358543714	0.0016674585	0.0004914493	0.0025232002	0.0011951638	0.0004752238	0.0210542691	0.0686632534	4.0000000000	6589.2500000000	3257.2500000000
ENSMUSG00000050565.16	0.0192787322	0.0761794325	0.0884844108	0.0036092937	0.0005518336	0.0059592252	0.0028685824	0.0006243858	0.0519137678	0.1689385940	5.0000000000	9751.7998046875	2678.6000976562
ENSMUSG00000026601.13	0.0000806982	0.0030775787	0.0011560599	0.0002655452	0.0000224414	0.0000013584	0.0000353929	0.0000383827	0.0002676968	0.0000535727	2.0000000000	9185.0000000000	752.0000000000
ENSMUSG00000026600.12	0.0361034666	0.0032514089	0.0108915063	0.0009842866	0.0002832280	0.0030434482	0.0042846450	0.0003546058	0.0100438778	0.0651425345	2.0000000000	3033.5000000000	2031.5000000000
ENSMUSG00000103199.1	0.0017000184	0.0003161117	0.0022012997	0.0000470807	0.0000143867	0.0001443941	0.0002076502	0.0000189589	0.0004718374	0.0030590974	3.0000000000	14375.3330078125	1551.0000000000
ENSMUSG00000101523.1	0.0000004926	0.0000737540	0.0000422577	0.0000000600	0.0000000322	0.0000017567	0.0000000199	0.0020144230	0.0000006304	0.0225632767	1.0000000000	1870.0000000000	167.0000000000
ENSMUSG00000026596.13	0.0022927501	0.0000695830	0.0001065843	0.0000149078	0.0000592414	0.0222912211	0.0000141871	0.0000053038	0.0000001555	0.0331145761	1.0000000000	0.0000000000	1538.0000000000
ENSMUSG00000104293.1	0.0000216869	0.0000006582	0.0000010082	0.0000001410	0.0000005604	0.0002108503	0.0000001342	0.0000000502	0.0000000015	0.0003132272	1.0000000000	23304.0000000000	1538.0000000000
ENSMUSG00000060519.11	0.0062718456	0.0268044934	0.0208098411	0.0006001231	0.0095461773	0.0336249444	0.0111901602	0.0005655566	0.0044406462	0.2406603659	6.0000000000	8643.0000000000	2887.3332519531
ENSMUSG00000033557.17	0.0002347517	0.0002191258	0.0001949317	0.0006450748	0.0003539097	0.0000611048	0.0042750903	0.0000138723	0.0000029831	0.0008821905	2.0000000000	10958.0000000000	1336.5000000000
ENSMUSG00000102961.1	0.0058453034	0.0174106930	0.0113337033	0.0003305470	0.0056167515	0.0171554286	0.0052299607	0.0006354208	0.0024709952	0.1180943554	6.0000000000	11627.1669921875	2887.3332519531
ENSMUSG00000046057.4	0.0041629688	0.0000313119	0.0000220729	0.0000077219	0.0000010710	0.0000012133	0.0000078973	0.0000022191	0.0000000441	0.0000038391	2.0000000000	12092.0000000000	389.5000000000
ENSMUSG00000026594.14	0.0006036250	0.0000146232	0.0000021359	0.0000054059	0.0002885731	0.0000107499	0.0001564482	0.0000318426	0.0000000842	0.0001785061	1.0000000000	0.0000000000	1197.0000000000
ENSMUSG00000101905.1	0.0006036250	0.0000146232	0.0000021359	0.0000054059	0.0002885731	0.0000107499	0.0001564482	0.0000318426	0.0000000842	0.0001785061	1.0000000000	0.0000000000	1197.0000000000
ENSMUSG00000101768.1	0.0000871426	0.0000010710	0.0000052475	0.0000000039	0.0000000030	0.0000005724	0.0000000250	0.0000001669	0.0000010273	0.0000000159	1.0000000000	14245.0000000000	220.0000000000
ENSMUSG00000103325.1	0.0007097734	0.0000087234	0.0000427410	0.0000000317	0.0000000241	0.0000046624	0.0000002040	0.0000013595	0.0000083672	0.0000001297	1.0000000000	3758.0000000000	220.0000000000
ENSMUSG00000026592.13	0.0000123938	0.0000048182	0.0000944377	0.0000011920	0.0000052929	0.0000015953	0.0000007843	0.0001621825	0.0000000180	0.0247227390	1.0000000000	6906.0000000000	369.0000000000
ENSMUSG00000109913.1	0.0000015898	0.0000006180	0.0000121137	0.0000001529	0.0000006789	0.0000002046	0.0000001006	0.0000208035	0.0000000023	0.0031712424	1.0000000000	17174.0000000000	369.0000000000
ENSMUSG00000070565.11	0.0060165165	0.0243759822	0.0262593412	0.0097904302	0.0002154658	0.0013958653	0.0014992373	0.0020158418	0.0085922229	0.0466992415	3.0000000000	2952.0000000000	1308.6666259766
ENSMUSG00000102391.1	0.0000000160	0.0000036383	0.0000000579	0.0000000042	0.0000000240	0.0000001586	0.0000000018	0.0000013009	0.0001155223	0.0000000000	1.0000000000	24409.0000000000	299.0000000000
ENSMUSG00000087632.1	0.0000009537	0.0002230142	0.0000050965	0.0000002510	0.0000014370	0.0000094536	0.0000001532	0.0000804464	0.0068835886	0.0000000379	2.0000000000	13738.0000000000	326.0000000000
ENSMUSG00000103808.1	0.0021786784	0.0080611787	0.0111631003	0.0030316136	0.0000816953	0.0005891943	0.0004694685	0.0008510553	0.0035553015	0.0182096548	3.0000000000	5245.0000000000	1308.6666259766
ENSMUSG00000049881.13	0.0058643381	0.0232767091	0.0262399755	0.0093290477	0.0002113965	0.0013953076	0.0014295603	0.0019378405	0.0085538383	0.0460576468	3.0000000000	2952.0000000000	1308.6666259766
ENSMUSG00000033488.11	0.0063083121	0.0018514939	0.0062307081	0.0036846041	0.0000314645	0.0008686441	0.0002519514	0.0004355454	0.0035252777	0.0350981720	3.0000000000	7019.3334960938	1811.3333740234
ENSMUSG00000087093.2	0.0036324775	0.0176880231	0.0098023154	0.0017075446	0.0007025764	0.0135210054	0.0006937014	0.0002335603	0.0283287841	0.0340304064	5.0000000000	11186.7998046875	2376.8000488281
ENSMUSG00000026589.14	0.0023038075	0.0102081921	0.0039101868	0.0006267683	0.0002479423	0.0052235983	0.0003351958	0.0001131322	0.0114229247	0.0674173046	4.0000000000	11340.7500000000	2056.5000000000
ENSMUSG00000104014.1	0.0002094535	0.0001483155	0.0000684485	0.0000007214	0.0000610891	0.0000146213	0.0000821107	0.0000045426	0.0021255192	0.0054235286	2.0000000000	18492.5000000000	1361.0000000000
ENSMUSG00000061992.2	0.0001262830	0.0001318822	0.0000649035	0.0000012352	0.0000366631	0.0000088323	0.0000578420	0.0000034318	0.0012930269	0.0062398401	2.0000000000	14517.5000000000	1361.0000000000
ENSMUSG00000104169.1	0.0000120294	0.0008833438	0.0067883255	0.0000014535	0.0000008759	0.0004564364	0.0000094304	0.0000278339	0.0004032906	0.0022607535	2.0000000000	13651.0000000000	2145.5000000000
ENSMUSG00000040782.12	0.0005023297	0.0083893764	0.0278145974	0.0000073554	0.0000341438	0.0003134811	0.0001874539	0.0002686592	0.0007148870	0.1313005752	2.0000000000	6505.0000000000	2145.5000000000
ENSMUSG00000103572.1	0.0003990641	0.0066055923	0.0215660029	0.0000057326	0.0000271197	0.0002101262	0.0001484900	0.0002115751	0.0005344533	0.1043852513	2.0000000000	8773.5000000000	2145.5000000000
ENSMUSG00000103289.1	0.0000004669	0.0000672483	0.0000072326	0.0029810395	0.0000298791	0.0000005822	0.0020299009	0.0000246375	0.0000000104	0.0037943975	2.0000000000	14875.5000000000	339.0000000000
ENSMUSG00000103719.1	0.0000396061	0.0004703167	0.0000159431	0.0005843605	0.0000516969	0.0001895939	0.0002358889	0.0011090970	0.0002540390	0.0000001836	1.0000000000	2095.0000000000	785.0000000000
ENSMUSG00000104111.1	0.0131245150	0.0135658825	0.0014391081	0.0445414612	0.0000490133	0.0003559527	0.0449441857	0.0003563530	0.0944422837	0.0842721027	2.0000000000	3162.5000000000	2195.0000000000
ENSMUSG00000090394.8	0.0131239704	0.0134488738	0.0014383053	0.0445414606	0.0000490020	0.0003531079	0.0449431597	0.0003561333	0.0944422645	0.0840842235	2.0000000000	3188.0000000000	2195.0000000000
ENSMUSG00000026729.9	0.0000311739	0.0022133257	0.0000440236	0.0000000025	0.0000968768	0.0000000015	0.0000002318	0.0000006054	0.0000000451	0.0000412801	1.0000000000	1351.0000000000	210.0000000000
ENSMUSG00000058267.13	0.0020509620	0.0005033821	0.0005954684	0.0000570600	0.0000518808	0.0008721380	0.0000170148	0.0023315854	0.0006377873	0.0000120172	2.0000000000	8106.0000000000	1680.5000000000
ENSMUSG00000014226.10	0.0163960445	0.0032275855	0.0001548798	0.0007638715	0.0004141179	0.0220720006	0.0003312795	0.0589445341	0.0021004133	0.0002196777	4.0000000000	14061.2500000000	1186.5000000000
ENSMUSG00000103006.1	0.0163953915	0.0032289064	0.0001549522	0.0007638591	0.0004141026	0.0220720573	0.0003312782	0.0589446307	0.0021014419	0.0002196775	4.0000000000	14044.2500000000	1186.5000000000
ENSMUSG00000026721.15	0.0025376853	0.0431292432	0.0269483023	0.0000852658	0.0002275605	0.0011586671	0.0000145712	0.0001757490	0.0027431451	0.0002176764	1.0000000000	0.0000000000	2414.0000000000
ENSMUSG00000104302.1	0.0000049482	0.0061622278	0.0001399920	0.0001190318	0.0015375912	0.0001804161	0.0000150210	0.0001474265	0.0000637645	0.0319210670	4.0000000000	8392.5000000000	369.7500000000
ENSMUSG00000089204.1	0.0016812333	0.0177368163	0.0395695696	0.0158549641	0.0014995233	0.0015910913	0.0157252108	0.0074363036	0.0212423344	0.0187838716	6.0000000000	9933.3330078125	1863.0000000000
ENSMUSG00000103522.1	0.0055479173	0.0385266797	0.0163303594	0.0002591670	0.0001089152	0.0003619805	0.0000624506	0.0109004061	0.0231117772	0.0741759703	4.0000000000	8777.5000000000	2523.2500000000
ENSMUSG00000103693.1	0.0006670464	0.0080123604	0.0018514550	0.0000323312	0.0000025400	0.0000387022	0.0000077843	0.0015427276	0.0030431499	0.0089344707	4.0000000000	18191.0000000000	1885.5000000000
ENSMUSG00000102852.1	0.0008793717	0.0149453657	0.0093382634	0.0000295467	0.0000788554	0.0004015072	0.0000050493	0.0000609014	0.0009505687	0.0000754304	1.0000000000	5299.0000000000	2414.0000000000
ENSMUSG00000057499.3	0.0003283285	0.0005431332	0.0023242154	0.0000019963	0.0000467680	0.0001091625	0.0000166807	0.0003817498	0.0007871108	0.0000196228	1.0000000000	12032.0000000000	3049.0000000000
ENSMUSG00000040423.10	0.0036424602	0.0060254928	0.0257847318	0.0000221469	0.0005188417	0.0012110431	0.0001850552	0.0042351133	0.0087321682	0.0002176944	1.0000000000	0.0000000000	3049.0000000000
ENSMUSG00000103343.1	0.0021702868	0.0035901689	0.0153633150	0.0000131958	0.0003091414	0.0007215757	0.0001102615	0.0025234073	0.0052028872	0.0001297089	1.0000000000	2589.0000000000	3049.0000000000
ENSMUSG00000103846.1	0.0012690383	0.0020992901	0.0089834368	0.0000077160	0.0001807652	0.0004219291	0.0000644735	0.0014755194	0.0030422997	0.0000758451	1.0000000000	5272.0000000000	3049.0000000000
ENSMUSG00000103739.1	0.0008762177	0.0014494719	0.0062026866	0.0000053276	0.0001248108	0.0002913244	0.0000445163	0.0010187843	0.0021005804	0.0000523678	1.0000000000	7124.0000000000	3049.0000000000
ENSMUSG00000043467.19	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000104016.1	0.0036556531	0.0077928471	0.0288770997	0.0002045122	0.0000362234	0.0175393124	0.0008707843	0.0015888963	0.0127243333	0.0347074696	1.0000000000	3193.0000000000	5772.0000000000
ENSMUSG00000053332.13	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000064440.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000080463.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000064816.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000084667.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000077220.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000065160.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000065735.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000105780.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000064968.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000065228.1	0.0069231770	0.0147583094	0.0546882503	0.0003873109	0.0000686009	0.0332164350	0.0016491154	0.0030090958	0.0240976944	0.0657299661	1.0000000000	0.0000000000	5772.0000000000
ENSMUSG00000026709.10	0.0011258633	0.0552334541	0.0013855975	0.0000454439	0.0003651123	0.0010816311	0.0001235582	0.0023748762	0.0002180748	0.0001186885	2.0000000000	2575.5000000000	1692.0000000000
ENSMUSG00000102864.1	0.0055849460	0.0119055690	0.0441171627	0.0003124447	0.0000553406	0.0267957900	0.0013303460	0.0024274459	0.0194396767	0.0530245453	1.0000000000	1074.0000000000	5772.0000000000
ENSMUSG00000026708.16	0.0011262275	0.0552446390	0.0013864003	0.0000454617	0.0003690922	0.0010835809	0.0001236987	0.0024006134	0.0002181613	0.0001187298	2.0000000000	2548.0000000000	1692.0000000000
ENSMUSG00000026705.16	0.0096728804	0.0180733851	0.0005125855	0.0002486345	0.0000023764	0.0354407070	0.0000562331	0.0010255294	0.0037354289	0.0000048488	1.0000000000	0.0000000000	1557.0000000000
ENSMUSG00000044835.15	0.0011084095	0.0020710183	0.0000587369	0.0000284909	0.0000002723	0.0040611292	0.0000064437	0.0001175148	0.0004280406	0.0000005556	1.0000000000	10832.0000000000	1557.0000000000
ENSMUSG00000102817.1	0.0000025349	0.0000037259	0.0000016884	0.0000000028	0.0000000199	0.0000231201	0.0000000095	0.0000001565	0.0000001142	0.0000002007	1.0000000000	18730.0000000000	509.0000000000
ENSMUSG00000026701.15	0.0002481516	0.0138779526	0.0038013786	0.0004057125	0.0003784820	0.0609343824	0.0402209393	0.0004475568	0.0030239351	0.0658677980	2.0000000000	9662.0000000000	2172.5000000000
ENSMUSG00000066755.2	0.0000011808	0.0000856254	0.0008323835	0.0000069264	0.0000006809	0.0000015961	0.0000046138	0.0000565558	0.0049006130	0.0000044907	3.0000000000	6135.0000000000	372.0000000000
ENSMUSG00000102860.1	0.0000084772	0.0000043815	0.0003743719	0.0000000939	0.0000000567	0.0000000064	0.0000000213	0.0000000367	0.0000002584	0.0009594929	1.0000000000	21124.0000000000	435.0000000000
ENSMUSG00000040323.13	0.0001335107	0.0000690052	0.0058961199	0.0000014796	0.0000008924	0.0000001010	0.0000003356	0.0000005786	0.0000040701	0.0151114028	1.0000000000	7340.0000000000	435.0000000000
ENSMUSG00000102399.1	0.0001123437	0.0007042613	0.0034738753	0.0000105811	0.0000138891	0.0000175840	0.0000116996	0.0000028386	0.0000923180	0.0095190249	2.0000000000	15208.5000000000	1213.0000000000
ENSMUSG00000000817.10	0.0000357200	0.0005266763	0.0004076250	0.0000077384	0.0000105716	0.0000137895	0.0000090691	0.0000020044	0.0000710008	0.0015289407	1.0000000000	20825.0000000000	1991.0000000000
ENSMUSG00000040297.12	0.0008740741	0.0041513196	0.0018643545	0.0001263198	0.0086105211	0.0002076115	0.0001862782	0.0004104072	0.0037438474	0.0076197176	3.0000000000	9204.0000000000	1491.3333740234
ENSMUSG00000103158.5	0.0000865314	0.0125303349	0.0018974733	0.0004859829	0.0007509719	0.0001651153	0.0003296415	0.0003448939	0.0003569603	0.0047921064	5.0000000000	13592.0000000000	1557.0000000000
ENSMUSG00000086277.2	0.0002007972	0.0013028677	0.0006423451	0.0000716218	0.0000154788	0.0013043423	0.0000125460	0.0017668037	0.0000890319	0.0061043536	5.0000000000	12246.5996093750	1451.5999755859
ENSMUSG00000026698.8	0.0009815589	0.0008594393	0.0002193198	0.0003798087	0.0000120256	0.0002525076	0.0000278053	0.0001344353	0.0000829766	0.0329017459	3.0000000000	7619.6665039062	964.3333129883
ENSMUSG00000103393.1	0.0009815893	0.0008599954	0.0002193398	0.0003798114	0.0000120308	0.0002526972	0.0000278076	0.0001347456	0.0000829939	0.0329017468	3.0000000000	7610.3334960938	964.3333129883
ENSMUSG00000040265.16	0.0000007104	0.0000107954	0.0000006422	0.0000000007	0.0001282389	0.0000001119	0.0000000893	0.0000000566	0.0000016153	0.0000120687	1.0000000000	170.0000000000	178.0000000000
